Record Name,CÓDIGO DE CATALOGAÇÃO,TÍTULO,INFORMAÇÕES DE FONTE PRIMÁRIA,AUTORIA,DATA LIMITE SUPERIOR,DATA LIMITE INFERIOR,MUNICÍPIO,ESTADO,ID,RESUMO,PRODUÇÃO/PUBLICAÇÃO/EDIÇÃO (Objeto fotográfico),NOTAS,FONTES,NOTAS INTERNAS,AUTORIA ASSOCIADA / COMERCIAL,PAÍS,TÍTULO NO ORIGINAL,PROCESSO FORMADOR DA IMAGEM,DIMENSÃO,HISTÓRICO DE UTILIZAÇÃO DA IMAGEM,CROMIA,DATA,DESIGNAÇÃO GENÉRICA,LOCAL
001ALA011010.jpg,001ALA011010,Luar na Praia da Gávea,Frente: Notação impressa no suporte primário: Rio de Janeiro  - Photo Lopes Rio - Luar na Praia da Gávea,"Affonso, José dos Santos",,,Rio de Janeiro,RJ,115,"Atualmente conhecida como praia de São Conrado, a Praia da Gávea era lugar ermo até a década de 1920. Foi apenas depois de 30, principalmente com a abertura da Av. Niemeyer e as corridas de automóveis que por lá ocorriam, é que o bairro começaria a se desenvolver.",,,"HRR, Brasil Gerson, pg 313.",,,Brasil,Luar na Praia da Gávea,GELATINA/ Prata,"i: 16,0 x 21,9 cm; sp: 16,3 x 22,2 cm",,P&B,1920 circa,FOTOGRAFIA/ Papel,São Conrado
001ALA011011.jpg,001ALA011011,Copacabana e Avenida Delfim Moreira,Frente: Notação impressa no suporte primário: Copacabana e Avenida Delfim Moreira,"Affonso, José dos Santos",,,Rio de Janeiro,RJ,169382,,,,,,,Brasil,Copacabana e Avenida Delfim Moreira,GELATINA/ Prata,"i: 16,0 x 22,0 cm; sp: 16,3 x 22,2 cm",,P&B,1920 circa,FOTOGRAFIA/ Papel,
001ALA011012.jpg,001ALA011012,Praia de Botafogo,Frente: Notação impressa no suporte primário: Rio de Janeiro - Photo Lopes Rio -  Praia de Botafogo,"Affonso, José dos Santos",,,Rio de Janeiro,RJ,116,"Bairro tradicional do Rio desde o século XIX, Botafogo cresceu muito depois de1880, estimulado pela inauguração dos bondes e abertura de novas ruas. A Praia de Botafogo foi primeiro chamada pelos franceses de ""Le Lac"" - o Lago. Os portugueses deram o nome de Francisco Velho, um dos companheiros de Estácio de Sá no Morro Cara de Cão, que se estabeleceu na praia e começou ali uma lavoura. Por volta de 1641 passou a chamar-se Praia de Botafogo por causa de João de Souza Botafogo, que ali manteve residência depois que chegou ao Brasil fugindo de perseguições políticas em Portugal. João Botafogo ajudou os portugueses nas lutas contra os franceses e, pelos seus serviços, passou a proprietário de terras que iam do litoral até a Quinta da Olaria de São Clemente. Até o século XVIII o bairro era praticamente inabitado, e eram dois os caminhos que levavam à Praia: o Caminho Velho, atual Rua Senador Vergueiro, e o Caminho Novo, atual Rua Marquês de Abrantes. ",,,"Gerson, B. HRR, p. 286.
Sanson, M. e Vasquez, P. ORJFL, p. 106.",,,Brasil,Praia de Botafogo,GELATINA/ Prata,"i: 16,1 x 21,8 cm; sp: 16,4 x 22,1 cm",,P&B,1920 circa,FOTOGRAFIA/ Papel,
001ALA011013.jpg,001ALA011013,Praia das Saudades,Frente: Notação impressa no suporte primário: Praia das Saudades Vista tirada da Urca,"Affonso, José dos Santos",,,Rio de Janeiro,RJ,169383,,,,,,,Brasil,Praia das Saudades Vista tirada da Urca,GELATINA/ Prata,"i: 15,9 x 21,9 cm; sp:16,3 x 22,2 cm",,P&B,1920 circa,FOTOGRAFIA/ Papel,
001ALA011014.jpg,001ALA011014,Botafogo visto do Pão de Açúcar,Frente: Notação impressa no suporte primário: Rio de Janeiro - Photo Lopes Rio - Botafogo visto do Pão de Assucar,"Affonso, José dos Santos",,,Rio de Janeiro,RJ,117,"Vista panorâmica da enseada e do bairro de Botafogo iluminado, em noite de lua cheia, a partir do Pão de Açúcar. No horizonte, em destaque próximo à lua, o Pico do Corcovado",,,"Gerson, B. HRR, p. 286.
Sanson, M. e Vasquez, P. ORJFL, p. 106.",,,Brasil,Botafogo visto do Pão de Assucar,GELATINA/ Prata,"i: 16,0 x 21,9 cm; sp: 16,3 x 22,2 cm",,P&B,1920 circa,FOTOGRAFIA/ Papel,
001ALA011015.jpg,001ALA011015,Copacabana e Leme,Frente: Notação impressa no suporte primário: Rio de Janeiro  - Photo Lopes Rio - Copacabana e Leme,"Affonso, José dos Santos",,,Rio de Janeiro,RJ,118,"Vista noturna das praias de Copacabana e Leme, iluminadas ""pelos 121 postes que ficaram conhecidos como o colar de pérolas da princesinha do mar"" (PV). Com atenção pode-se ver no centro da imagem, em primeiro plano, o obelisco comemorativo da inauguração da Avenida Atlântica, em  22.07.1919",,,"Gerson, B. HRR, p. 315/316.",,,Brasil,Copacabana e Leme,GELATINA/ Prata,"i: 16,0 x 21,9 cm; sp: 16,3 x 22,2 cm",,P&B,1920 circa,FOTOGRAFIA/ Papel,
001ALA011016.jpg,001ALA011016,Praia de Botafogo,Frente: Notação impressa no suporte primário: Rio de Janeiro- Photo Lopes Rio - Praia de Botafogo,"Affonso, José dos Santos",,,Rio de Janeiro,RJ,119,"Vista noturna da Praia de Botafogo, a partir do Morro da Viúva. No centro da imagem pode-se ver a torre da Igreja Imaculada Conceição. No horizonte, a Pedra da Gávea e o Pico do Corcovado iluminado",,,"Gerson, B. HRR, p. 286.
Sanson, M. e Vasquez, P. ORJFL, p. 106.",,,Brasil,Praia de Botafogo,GELATINA/ Prata,"i: 15,7 x 21,7 cm; sp: 16,4 x 22,0 cm",,P&B,1920 circa,FOTOGRAFIA/ Papel,
001ALA011017.jpg,001ALA011017,"Hotel Central, na Praia do Flamengo",Frente: Notação impressa no suporte primário: Rio de Janeiro - Photo Lopes Rio - Praia do Flamengo Hotel Central,"Affonso, José dos Santos",,,Rio de Janeiro,RJ,120,"O Hotel Central ficava na Praia do Flamengo, esquina com a rua Barão do Flamengo. Foi construído em 1915, no lugar do balneário High-Life, e era também uma casa de banho, contando com pequenos quartos onde os banhistas trocavam de roupa. Além dos quartos, alguns também para dormir, o hotel possuía trapézios para exercícios e um aprazível terraço. Foi demolido em 1951, e em seu lugar erguido o edifício Conde de Nassau. ",,,"GERSON, Brasil. GRR, p. 255; http://fotolog.terra.com.br/luizd:102",,,Brasil,Praia do Flamengo Hotel Central,GELATINA/ Prata,"i: 16,0 x 21,9 cm; sp: 16,3 x 22,2 cm",,P&B,1920 circa,FOTOGRAFIA/ Papel,
001ALA011018.jpg,001ALA011018,Avenida Rio Branco,Frente: Notação impressa no suporte primário: Avenida Rio Branco Rio de Janeiro,"Affonso, José dos Santos",,,Rio de Janeiro,RJ,169384,,,,,,,Brasil,Avenida Rio Branco Rio de Janeiro,GELATINA/ Prata,"i: 16,0 x 21,9 cm; sp: 16,3 x 22,2 cm",,P&B,1920 circa,FOTOGRAFIA/ Papel,Centro
001ALA011019.jpg,001ALA011019,Avenida Central,Frente: Notação impressa no suporte primário: Rio de Janeiro - Photo Lopes Rio - Avenida Central,"Affonso, José dos Santos",,,Rio de Janeiro,RJ,121,"Vista noturna da Avenida Central. No centro, ao fundo, o obelisco comemorativo da conclusão das obras da avenida duplamente inaugurada: o primeiro trecho em 07.09.1904 (exatos seis meses após seu início), da Prainha (atual Praça Mauá) até a Rua Sete de Setembro (antiga do Cano); o segundo trecho em 15.11.1905, até a Praia de Santa Luzia. A avenida perfazia dois quilometros de extensão, 33 metros de largura e contava com calçadas de 7 metros de largura, artísticamente pavimentadas com pedras portuguesas, por funcionários vindos de Portugal especialmente para essa finalidade. Complementando a ornamentação, foram plantadas mudas de pau-brasil no centro da via e de jambeiros nas laterais. Passou a chamar-se Rio Branco em 10.03.1912, um mês após a morte do barão homenageado.  À esquerda, no primeiro plano, a Escola de Belas Artes seguida da Biblioteca Nacional.",,,"HRR, p. 177 e 178.",,,Brasil,Avenida Central,GELATINA/ Prata,"i: 16,0 x 21,9 cm; sp: 16,3 x 22,2 cm",,P&B,1920 circa,FOTOGRAFIA/ Papel,Atual av. Rio Branco
001ALA011020.jpg,001ALA011020,Avenida Rio Branco,Frente: Notação impressa no suporte primário: Rio de Janeiro - Photo Lopes Rio - Avenida Rio Branco,"Affonso, José dos Santos",,,Rio de Janeiro,RJ,122,"Vista noturna da Avenida Rio Branco (antiga Avenida Central, até 1912). Totalmente iluminada, a avenida recebeu 55 lâmpadários de luz elétrica, instalados pela Light em 15.11.1905, por ocasião da inauguração do segundo trecho da avenida. Nas calçadas foram instalados lampiões à gás. À esquerda da imagem, parte do Teatro Municipal e da Praça Marechal Floriano. ",,,"HRR, p. 177 e 178.",,,Brasil,Avenida Rio Branco,GELATINA/ Prata,"i: 16,0 x 21,9 cm; sp: 16,3 x 22,2 cm",,P&B,1920 circa,FOTOGRAFIA/ Papel,Centro
007A5P3F13-043.jpg,,Ponte Alexandrino,"FRENTE: Ponte Alexandrino do Arsenal da Ilhas das Cobras Affonso  Rio   Rio de Janeiro  27; VERSO: Chapas exclusivas desta casa J. S. AFFONSO  90 Avenida Rio Branco,  90   Rio de Janeiro","Affonso, José dos Santos",1920,1911,Rio de Janeiro,RJ,17682,"Construída no Governo Hermes da Fonseca, por ordem do Ministro da Guerra, Almirante Alexandrino, esta ponte foi a primeira a ligar o continente à Ilha das Cobras. De ferro, media 200 metros de comprimento e tinha 16 metros de altura, para que por baixo passassem as embarcações.",,,"Brasil Gerson, pg 69.",,,Brasil,,GELATINA/ Prata,"i: 16,0 x 21,9 cm; sp: 16,2 x 22,1 cm","Imagens anteriormente publicadas na antiga base Bireme, na página do IMS na WEB.",P&B,1914 circa,FOTOGRAFIA/ Papel,Arsenal da Ilha das Cobras
CJHF4004.jpg,CJHF4004,Convento dos Capuchinhos,"MORRO DO CASTELLO - CONVENTO DOS CAPUCHINHOS - 153  - RIO DE JANEIRO - PHOTO LOPES / RIO VERSO
Carimbo no verso
","Affonso, José dos Santos",,1000,Rio de Janeiro,RJ,229245,,,"Conferir imagem 007A5P3F13-4
",,,,Brasil,Morro do Castello - Convento dos Capuchinhos,GELATINA/ Prata,"i: 16,2 x 22,0 cm",,P&B,,FOTOGRAFIA/ Papel,Morro do Castelo
CJHF4024.jpg,CJHF4024,Leblon e Ipanema,RIO DE JANEIRO - LEBLON  E IPANEMA,"Affonso, José dos Santos",,1000,Rio de Janeiro,RJ,229265,,,,,,,Brasil,,GELATINA/ Prata,"i: 16,4 x 23,2 cm; sp: 16,4 x 23,7 cm",,P&B,,FOTOGRAFIA/ Papel,
CJHF9003.jpg,CJHF9003,Alto do Corcovado,Alto do Corcovado    rio de Janeiro    Affonso /Rio   nº2,"Affonso, José dos Santos",,1000,Rio de Janeiro,RJ,229449,,,,,,,Brasil,,GELATINA/ Prata,"i: 16,2 x 22,1 cm",,P&B,,FOTOGRAFIA/ Papel,
001AAN005121.jpg,001AAN005121,Vista do Pão de Açúcar,,Anônimo,1909,1908,Rio de Janeiro,RJ,56949,O Pão de Açúcar visto da entrada da Barra.,,Fotografias retratam uma viagem de navio pelo Brasil e outros países da América do Sul e Central.,,,,Brasil,,GELATINA/ Prata,"i: 8,3 x 14,1 cm / sp: 9,5 x 14,5 cm (aprox.) / st: 24,5 x 36 cm",,P&B,1910 circa,FOTOGRAFIA/ Papel,Baía de Guanabara
001AAN005122.jpg,001AAN005122,Ilha Fiscal,,Anônimo,1909,1908,Rio de Janeiro,RJ,56950,Vista da Ilha Fiscal.,,Fotografias retratam uma viagem de navio pelo Brasil e outros países da América do Sul e Central.,,,,Brasil,,GELATINA/ Prata,"i: 8,3 x 14,1 cm / sp: 9,5 x 14,5 cm (aprox.) / st: 24,5 x 36 cm",,P&B,1910 circa,FOTOGRAFIA/ Papel,
001AAN005123.jpg,001AAN005123,Ilha das Cobras,,Anônimo,1909,1908,Rio de Janeiro,RJ,56951,Ilha das Cobras vista da baía.,,Fotografias retratam uma viagem de navio pelo Brasil e outros países da América do Sul e Central.,,,,Brasil,,GELATINA/ Prata,"i: 8,3 x 14,1 cm / sp: 9,5 x 14,5 cm (aprox.) / st: 24,5 x 36 cm",,P&B,1910 circa,FOTOGRAFIA/ Papel,Baía de Guanabara
001AAN005124.jpg,001AAN005124,Rua Primeiro de Março,,Anônimo,1909,1908,Rio de Janeiro,RJ,56952,"Vista da rua Primeiro de Março, com a igreja do Carmo ao fundo.",,Fotografias retratam uma viagem de navio pelo Brasil e outros países da América do Sul e Central.,,,,Brasil,,GELATINA/ Prata,"i: 8,3 x 14,1 cm / sp: 9,5 x 14,5 cm (aprox.) / st: 24,5 x 36 cm",,P&B,1910 circa,FOTOGRAFIA/ Papel,Centro
001AAN005125.jpg,001AAN005125,Interior do Corpo de Bombeiros,,Anônimo,1909,1908,Rio de Janeiro,RJ,56953,Vista de edificações que compõem o Corpo de Bombeiros.,,Fotografias retratam uma viagem de navio pelo Brasil e outros países da América do Sul e Central.,,,,Brasil,,GELATINA/ Prata,"i: 8,3 x 14,1 cm / sp: 9,5 x 14,5 cm (aprox.) / st: 24,5 x 36 cm",,P&B,1910 circa,FOTOGRAFIA/ Papel,
001AAN005126.jpg,001AAN005126,Interior do Corpo de Bombeiros,,Anônimo,1909,1908,Rio de Janeiro,RJ,56954,Aspecto de uma das edificações do Corpo de Bombeiros.,,Fotografias retratam uma viagem de navio pelo Brasil e outros países da América do Sul e Central.,,,,Brasil,,GELATINA/ Prata,"i: 8,3 x 14,1 cm / sp: 9,5 x 14,5 cm (aprox.) / st: 24,5 x 36 cm",,P&B,1910 circa,FOTOGRAFIA/ Papel,
001AAN005127.jpg,001AAN005127,Interior do Corpo de Bombeiros,,Anônimo,1909,1908,Rio de Janeiro,RJ,56955,Vista das edificações que compõem o Corpo de Bombeiros.,,Fotografias retratam uma viagem de navio pelo Brasil e outros países da América do Sul e Central.,,,,Brasil,,GELATINA/ Prata,"i: 8,3 x 14,1 cm / sp: 9,5 x 14,5 cm (aprox.) / st: 24,5 x 36 cm",,P&B,1910 circa,FOTOGRAFIA/ Papel,
001AAN005128.jpg,001AAN005128,Fachada do Teatro Municipal,,Anônimo,1909,1909,Rio de Janeiro,RJ,56893,"Em estilo eclético, o Teatro Municipal foi desenhado por Francisco de Oliveira Passos, engenheiro e  filho do prefeito Pereira Passos. O projeto foi escolhido por licitação sob anonimato, e o engenheiro ganhou com o pseudonimo de Áquila. Ninguém pôs em dúvida o resultado, seja pela reconhecida integridade do prefeito, seja pela comissão julgadora que tinha nomes importantes, como: Rodolfo Bernadelli, o ministro Lauro Muller, Paulo de Frontin, Adolfo Morales de los Rios, Artur Azevedo, Tristão Alencar e Araripe Júnior. Foi inaugurado em 1909, como parte do conjunto arquitetônico das Obras de Reurbanização da Cidade do Rio de Janeiro, durante a prefeitura de Pereira Passos. O Teatro exerce desde sua inauguração um importante papel para a cultura carioca e nacional, recebendo em seu palco importantes artistas, orquestras e companhias de balé.",,Fotografias retratam uma viagem de navio pelo Brasil e outros países da América do Sul e Central.,,,,Brasil,,GELATINA/ Prata,"i: 8,3 x 14,1 cm / sp: 9,5 x 14,5 cm (aprox.) / st: 24,5 x 36 cm",,P&B,1910 circa,FOTOGRAFIA/ Papel,Avenida Rio Branco
