id,wikidata_id,wikidata_depicts,wikidata_image,wikidata_ims_id
001ACL017002,http://www.wikidata.org/entity/Q64214710,http://www.wikidata.org/entity/Q2820360; http://www.wikidata.org/entity/Q2942273; http://www.wikidata.org/entity/Q3361206; http://www.wikidata.org/entity/Q4902626; http://www.wikidata.org/entity/Q5997836; http://www.wikidata.org/entity/Q9627844; http://www.wikidata.org/entity/Q10300293; http://www.wikidata.org/entity/Q10353359; http://www.wikidata.org/entity/Q56641197; http://www.wikidata.org/entity/Q63413731; http://www.wikidata.org/entity/Q64355145; http://www.wikidata.org/entity/Q64363860; http://www.wikidata.org/entity/Q64364849; http://www.wikidata.org/entity/Q64578365,,
001ACL017006,http://www.wikidata.org/entity/Q65620119,http://www.wikidata.org/entity/Q12117134,,
001ACL017018,http://www.wikidata.org/entity/Q65620120,,,
001ACL017022,http://www.wikidata.org/entity/Q65620121,http://www.wikidata.org/entity/Q14942956,,
001ACL018004,http://www.wikidata.org/entity/Q65620122,,,
001ACL019004,http://www.wikidata.org/entity/Q65620123,http://www.wikidata.org/entity/Q5997836,,
001ACL019009,http://www.wikidata.org/entity/Q65620124,http://www.wikidata.org/entity/Q2946148,,
001ACL019026,http://www.wikidata.org/entity/Q65620125,http://www.wikidata.org/entity/Q3757943,,
001ACL019029,http://www.wikidata.org/entity/Q65620128,,,
001ACL019030,http://www.wikidata.org/entity/Q65620129,,,
001ACL019043,http://www.wikidata.org/entity/Q65620130,http://www.wikidata.org/entity/Q980992,,
001ACL019053,http://www.wikidata.org/entity/Q65620131,,,
001ACL019093,http://www.wikidata.org/entity/Q65620132,http://www.wikidata.org/entity/Q2946148,,
001AE001001,http://www.wikidata.org/entity/Q65621328,http://www.wikidata.org/entity/Q2946148,,
001AE001002,http://www.wikidata.org/entity/Q65620134,http://www.wikidata.org/entity/Q894624,,
001ALA011001,http://www.wikidata.org/entity/Q65620135,http://www.wikidata.org/entity/Q2946148,,
001ALA011002,http://www.wikidata.org/entity/Q65620136,http://www.wikidata.org/entity/Q579694,,
001ALA011003,http://www.wikidata.org/entity/Q65620138,http://www.wikidata.org/entity/Q2946148,,
001ALA011005,http://www.wikidata.org/entity/Q65620139,http://www.wikidata.org/entity/Q203325,,
001ALA011006,http://www.wikidata.org/entity/Q65620140,,,
001ALA011008,http://www.wikidata.org/entity/Q65620141,http://www.wikidata.org/entity/Q894624,,
001ALA011012,http://www.wikidata.org/entity/Q65620143,,,
001ALA011014,http://www.wikidata.org/entity/Q65620144,,,
001ALA011016,http://www.wikidata.org/entity/Q65621329,,,
001ALA011018,http://www.wikidata.org/entity/Q65621330,http://www.wikidata.org/entity/Q2946148,,
001ALA011020,http://www.wikidata.org/entity/Q65621331,http://www.wikidata.org/entity/Q2946148,,
001AM005001,http://www.wikidata.org/entity/Q65620149,http://www.wikidata.org/entity/Q2946148,,
001AM010,http://www.wikidata.org/entity/Q65620150,http://www.wikidata.org/entity/Q2946148,,
001AMF013001,http://www.wikidata.org/entity/Q65620151,http://www.wikidata.org/entity/Q894624,,
001AMF013007,http://www.wikidata.org/entity/Q65620152,,,
001AMF015002,http://www.wikidata.org/entity/Q65621332,http://www.wikidata.org/entity/Q1532671,,
001AMF015006,http://www.wikidata.org/entity/Q65620153,,,
001AMF015015,http://www.wikidata.org/entity/Q65621333,,,
001AMF015016,http://www.wikidata.org/entity/Q65620366,,,
001AMF015022,http://www.wikidata.org/entity/Q65620154,,,
001AMF015025,http://www.wikidata.org/entity/Q65620367,,,
001AMF016001,http://www.wikidata.org/entity/Q65620368,http://www.wikidata.org/entity/Q1532671,,
001AN01001001,http://www.wikidata.org/entity/Q65620155,http://www.wikidata.org/entity/Q894624,,
001AN01001002,http://www.wikidata.org/entity/Q65620156,http://www.wikidata.org/entity/Q894624,,
001AN01001003,http://www.wikidata.org/entity/Q65620157,http://www.wikidata.org/entity/Q894624,,
001AN01001005,http://www.wikidata.org/entity/Q65620159,,,
001AN01001007,http://www.wikidata.org/entity/Q65620160,http://www.wikidata.org/entity/Q202730,,
001AN01001008,http://www.wikidata.org/entity/Q65620161,http://www.wikidata.org/entity/Q468540,,
001AN01001011,http://www.wikidata.org/entity/Q65620162,http://www.wikidata.org/entity/Q468540,,
001AN01002001,http://www.wikidata.org/entity/Q65621334,,,
001AN01002002,http://www.wikidata.org/entity/Q65621335,,,
001AN01002003,http://www.wikidata.org/entity/Q65621336,,,
001AN01002006,http://www.wikidata.org/entity/Q65620166,,,
001AN01002007,http://www.wikidata.org/entity/Q65620372,http://www.wikidata.org/entity/Q2946148,,
001AN01002009,http://www.wikidata.org/entity/Q65620167,http://www.wikidata.org/entity/Q2946148,,
001AN01002010,http://www.wikidata.org/entity/Q65620168,http://www.wikidata.org/entity/Q1532671,,
001AN01002016,http://www.wikidata.org/entity/Q65620170,http://www.wikidata.org/entity/Q894624,,
001AN01002019,http://www.wikidata.org/entity/Q65620171,,,
001AN01002034,http://www.wikidata.org/entity/Q65620172,http://www.wikidata.org/entity/Q2540325,,
001AN01002039,http://www.wikidata.org/entity/Q65620173,http://www.wikidata.org/entity/Q2946148,,
001AN01002075,http://www.wikidata.org/entity/Q65621337,http://www.wikidata.org/entity/Q5997836,,
001AN02001004,http://www.wikidata.org/entity/Q65620175,http://www.wikidata.org/entity/Q1532671,,
001AN02001006,http://www.wikidata.org/entity/Q65620374,http://www.wikidata.org/entity/Q1532671,,
001AN25001003,http://www.wikidata.org/entity/Q63986260,http://www.wikidata.org/entity/Q210722; http://www.wikidata.org/entity/Q5457206; http://www.wikidata.org/entity/Q22031111,,
001AN29001003,http://www.wikidata.org/entity/Q65620375,http://www.wikidata.org/entity/Q1532671,,
001AN30001001,http://www.wikidata.org/entity/Q65620176,http://www.wikidata.org/entity/Q894624,,
001AN31001001,http://www.wikidata.org/entity/Q65620177,http://www.wikidata.org/entity/Q10352741,,
001AN37001,http://www.wikidata.org/entity/Q65620178,http://www.wikidata.org/entity/Q10352741,,
001ANV022001,http://www.wikidata.org/entity/Q65620179,,,
001ANV022016,http://www.wikidata.org/entity/Q65620180,,,
001ANV022021,http://www.wikidata.org/entity/Q65620182,,,
001ANV022024,http://www.wikidata.org/entity/Q65620183,http://www.wikidata.org/entity/Q894624,,
001AS001002,http://www.wikidata.org/entity/Q65620376,http://www.wikidata.org/entity/Q1532671,,
001ATK012010,http://www.wikidata.org/entity/Q65620184,http://www.wikidata.org/entity/Q2946148,,
001ATK012024,http://www.wikidata.org/entity/Q65620185,http://www.wikidata.org/entity/Q10352741,,
001BA003007,http://www.wikidata.org/entity/Q65620377,,,
001BO001001,http://www.wikidata.org/entity/Q65620186,http://www.wikidata.org/entity/Q894624,,
001CO001005,http://www.wikidata.org/entity/Q65620378,http://www.wikidata.org/entity/Q1532671,,
001FM001001,http://www.wikidata.org/entity/Q65620379,http://www.wikidata.org/entity/Q1532671,,
001GU001002,http://www.wikidata.org/entity/Q65620187,http://www.wikidata.org/entity/Q894624,,
001GU001005,http://www.wikidata.org/entity/Q65620381,,,
001GU001006,http://www.wikidata.org/entity/Q65620382,,,
001GU001007,http://www.wikidata.org/entity/Q65620383,,,
001GU001008,http://www.wikidata.org/entity/Q65620384,,,
001GU001009,http://www.wikidata.org/entity/Q65620385,,,
001GU001010,http://www.wikidata.org/entity/Q65620386,http://www.wikidata.org/entity/Q2946148,,
001GU001013,http://www.wikidata.org/entity/Q65620387,,,
001LE004001,http://www.wikidata.org/entity/Q65620188,,,
001MC001001,http://www.wikidata.org/entity/Q65620189,http://www.wikidata.org/entity/Q894624,,
001MF001001,http://www.wikidata.org/entity/Q65620190,http://www.wikidata.org/entity/Q10364911,,
001MF007003,http://www.wikidata.org/entity/Q65620388,http://www.wikidata.org/entity/Q1532671,,
001MF011002,http://www.wikidata.org/entity/Q65621338,http://www.wikidata.org/entity/Q1532671,,
001MF014001,http://www.wikidata.org/entity/Q65620191,http://www.wikidata.org/entity/Q894624,,
001MF014003,http://www.wikidata.org/entity/Q65620192,http://www.wikidata.org/entity/Q202730,,
001MF014005,http://www.wikidata.org/entity/Q65620193,http://www.wikidata.org/entity/Q45242,,
001MF014013,http://www.wikidata.org/entity/Q65620194,http://www.wikidata.org/entity/Q985128,,
001MF015004,http://www.wikidata.org/entity/Q65620195,http://www.wikidata.org/entity/Q894624,,
001MF029014,http://www.wikidata.org/entity/Q65620196,http://www.wikidata.org/entity/Q224101,,
001MFRJ11,http://www.wikidata.org/entity/Q65620197,http://www.wikidata.org/entity/Q894624,,
001RJ001001,http://www.wikidata.org/entity/Q65620198,http://www.wikidata.org/entity/Q894624,,
001RJ002,http://www.wikidata.org/entity/Q65621339,http://www.wikidata.org/entity/Q894624,,
001RJ008001,http://www.wikidata.org/entity/Q65620200,http://www.wikidata.org/entity/Q894624,,
001RO002007,http://www.wikidata.org/entity/Q65620201,http://www.wikidata.org/entity/Q894624,,
001RO002008,http://www.wikidata.org/entity/Q65620202,http://www.wikidata.org/entity/Q894624,,
001RO002009,http://www.wikidata.org/entity/Q65620203,http://www.wikidata.org/entity/Q2946148,,
001RO002011,http://www.wikidata.org/entity/Q65620204,http://www.wikidata.org/entity/Q202730,,
001RO002014,http://www.wikidata.org/entity/Q65620205,http://www.wikidata.org/entity/Q202730,,
001RO002023,http://www.wikidata.org/entity/Q65620207,http://www.wikidata.org/entity/Q2946148,,
001RO002025,http://www.wikidata.org/entity/Q65620208,http://www.wikidata.org/entity/Q10353440,,
001RO002033,http://www.wikidata.org/entity/Q65621340,http://www.wikidata.org/entity/Q2946148,,
001RO002039,http://www.wikidata.org/entity/Q65621341,,,
001SW001004,http://www.wikidata.org/entity/Q65620211,http://www.wikidata.org/entity/Q10364911,,
002001MF005003,http://www.wikidata.org/entity/Q56285719,,http://commons.wikimedia.org/wiki/Special:FilePath/Marc%20Ferrez%20-%20IMS%20002001MF005003.jpg,
002008AV020,http://www.wikidata.org/entity/Q65620393,http://www.wikidata.org/entity/Q1532671,,
002008AV022,http://www.wikidata.org/entity/Q65621342,http://www.wikidata.org/entity/Q1532671,,
002008AV025,http://www.wikidata.org/entity/Q65620214,http://www.wikidata.org/entity/Q894624,,
002008AV032,http://www.wikidata.org/entity/Q65620215,http://www.wikidata.org/entity/Q894624,,
002014RJRJ004,http://www.wikidata.org/entity/Q65620216,http://www.wikidata.org/entity/Q894624,,
002014RJRJ006,http://www.wikidata.org/entity/Q65621343,http://www.wikidata.org/entity/Q894624,,
002014RJRJ007,http://www.wikidata.org/entity/Q65621344,http://www.wikidata.org/entity/Q894624,,
002014RJRJ011,http://www.wikidata.org/entity/Q65620398,http://www.wikidata.org/entity/Q1532671,,
002016BI003,http://www.wikidata.org/entity/Q65620219,http://www.wikidata.org/entity/Q10352741,,
002016BI004,http://www.wikidata.org/entity/Q65620399,http://www.wikidata.org/entity/Q1532671,,
002016BI005,http://www.wikidata.org/entity/Q65620221,http://www.wikidata.org/entity/Q10352741,,
002016BI006,http://www.wikidata.org/entity/Q65620400,http://www.wikidata.org/entity/Q1532671,,
002051AM002001,http://www.wikidata.org/entity/Q65620222,http://www.wikidata.org/entity/Q506938,,
002054VIAN014,http://www.wikidata.org/entity/Q65620223,http://www.wikidata.org/entity/Q468540,,
002055RevdaArmada072,http://www.wikidata.org/entity/Q65620224,,,
002058aFR007,http://www.wikidata.org/entity/Q65620225,http://www.wikidata.org/entity/Q894624,,
002058aFR015,http://www.wikidata.org/entity/Q65621345,http://www.wikidata.org/entity/Q894624,,
002058aFR016,http://www.wikidata.org/entity/Q65620227,http://www.wikidata.org/entity/Q894624,,
002059VP011,http://www.wikidata.org/entity/Q56654181,http://www.wikidata.org/entity/Q47169289,http://commons.wikimedia.org/wiki/Special:FilePath/Vincenzo%20Pastore%20-%20IMS%20002059VP011.jpg,
002086AMF06,http://www.wikidata.org/entity/Q65620228,http://www.wikidata.org/entity/Q2408175,,
004VP003,http://www.wikidata.org/entity/Q56654185,,http://commons.wikimedia.org/wiki/Special:FilePath/Vincenzo%20Pastore%20-%20IMS%20004VP003.jpg,
004VP011,http://www.wikidata.org/entity/Q56654184,http://www.wikidata.org/entity/Q9698098,http://commons.wikimedia.org/wiki/Special:FilePath/Vincenzo%20Pastore%20-%20IMS%20004VP011.jpg,
004VP021003,http://www.wikidata.org/entity/Q56654186,,http://commons.wikimedia.org/wiki/Special:FilePath/Vincenzo%20Pastore%20-%20IMS%20004VP021003.jpg,
004VP030,http://www.wikidata.org/entity/Q56654183,http://www.wikidata.org/entity/Q47169289,http://commons.wikimedia.org/wiki/Special:FilePath/Vincenzo%20Pastore%20-%20IMS%20004VP030.jpg,
0071530cx002-10,http://www.wikidata.org/entity/Q65621346,http://www.wikidata.org/entity/Q894624,,
0071530cx002-11,http://www.wikidata.org/entity/Q65621347,http://www.wikidata.org/entity/Q894624,,
0071530cx005-12,http://www.wikidata.org/entity/Q65620406,http://www.wikidata.org/entity/Q1532671,,
0071824cx001-01,http://www.wikidata.org/entity/Q65620229,,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20do%20P%C3%A3o%20de%20A%C3%A7%C3%BAcar%20a%20partir%20da%20Fortaleza%20de%20Santa%20Cruz%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tiff,66439
0071824cx001-02,http://www.wikidata.org/entity/Q65620230,http://www.wikidata.org/entity/Q224101,http://commons.wikimedia.org/wiki/Special:FilePath/Entrada%20da%20Baia%20de%20Guanabara%2C%20P%C3%A3o%20de%20A%C3%A7%C3%BAcar%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tiff,66547
0071824cx001-04,http://www.wikidata.org/entity/Q65620231,http://www.wikidata.org/entity/Q10316344,http://commons.wikimedia.org/wiki/Special:FilePath/Largo%20da%20Carioca%2C%20chafariz%20com%2035%20bicas.jpg,66440
0071824cx001-05,http://www.wikidata.org/entity/Q65621597,http://www.wikidata.org/entity/Q8678,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20de%20Botafogo%2C%20%C3%A0%20direita%2C%20trecho%20do%20Morro%20da%20Vi%C3%BAva%20-%201.jpg,66441
0071824cx001-06,http://www.wikidata.org/entity/Q65620409,http://www.wikidata.org/entity/Q10353359,http://commons.wikimedia.org/wiki/Special:FilePath/Rua%20Primeiro%20de%20Mar%C3%A7o%2C%20Convento%20do%20Carmo%20e%20Igreja%20de%20Nossa%20Senhora%20do%20Carmo%20%C3%A0%20esquerda%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,16041
0071824cx001-07,http://www.wikidata.org/entity/Q65620410,http://www.wikidata.org/entity/Q2946148,http://commons.wikimedia.org/wiki/Special:FilePath/Passeio%20P%C3%BAblico%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66533
0071824cx001-08,http://www.wikidata.org/entity/Q65620412,http://www.wikidata.org/entity/Q224101,http://commons.wikimedia.org/wiki/Special:FilePath/P%C3%A3o%20de%20A%C3%A7%C3%BAcar%20visto%20de%20Niter%C3%B3i%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66443
0071824cx001-09,http://www.wikidata.org/entity/Q65621361,http://www.wikidata.org/entity/Q224101,http://commons.wikimedia.org/wiki/Special:FilePath/P%C3%A3o%20de%20A%C3%A7%C3%BAcar%20visto%20de%20Niter%C3%B3i%206%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66444
0071824cx001-10,http://www.wikidata.org/entity/Q65620414,,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20do%20P%C3%A3o%20de%20A%C3%A7%C3%BAcar%20a%20partir%20da%20Fortaleza%20de%20Santa%20Cruz%20%282%29%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66445
0071824cx001-11,http://www.wikidata.org/entity/Q65620415,,http://commons.wikimedia.org/wiki/Special:FilePath/Fortaleza%20de%20Santa%20Cruz%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66446
0071824cx001-12,http://www.wikidata.org/entity/Q65621362,http://www.wikidata.org/entity/Q224101,http://commons.wikimedia.org/wiki/Special:FilePath/P%C3%A3o%20de%20A%C3%A7%C3%BAcar%20visto%20de%20Niter%C3%B3i%207%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66447
0071824cx001-13,http://www.wikidata.org/entity/Q65620418,,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20da%20Fortaleza%20de%20Santa%20Cruz%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66448
0071824cx001-14,http://www.wikidata.org/entity/Q65621363,http://www.wikidata.org/entity/Q224101,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20do%20P%C3%A3o%20de%20A%C3%A7%C3%BAcar%20a%20partir%20da%20Fortaleza%20de%20Santa%20Cruz%205%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66548
0071824cx001-15,http://www.wikidata.org/entity/Q65621364,,http://commons.wikimedia.org/wiki/Special:FilePath/P%C3%A3o%20de%20A%C3%A7%C3%BAcar%20visto%20de%20Niter%C3%B3i%204%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66534
0071824cx003a-04,http://www.wikidata.org/entity/Q65620422,http://www.wikidata.org/entity/Q10316374,http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20de%20Nossa%20Senhora%20da%20Gl%C3%B3ria%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66449
0071824cx003a-05,http://www.wikidata.org/entity/Q89048616,,http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20de%20S%C3%A3o%20Joaquim%20-%201.jpg,66450
0071824cx003a-06,http://www.wikidata.org/entity/Q65620423,http://www.wikidata.org/entity/Q10316374,http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20de%20Nossa%20Senhora%20da%20Gl%C3%B3ria%202%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66451
0071824cx003a-08,http://www.wikidata.org/entity/Q65620424,http://www.wikidata.org/entity/Q10352741,,
0071824cx003a-09,http://www.wikidata.org/entity/Q65620425,http://www.wikidata.org/entity/Q10316364,http://commons.wikimedia.org/wiki/Special:FilePath/Igreja%20S%C3%A3o%20Francisco%20de%20Paula%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66452
0071824cx004-01,http://www.wikidata.org/entity/Q89049053,,http://commons.wikimedia.org/wiki/Special:FilePath/Ilha%20Fiscal%20-%201.jpg,66453
0071824cx004-02,http://www.wikidata.org/entity/Q89049057,,http://commons.wikimedia.org/wiki/Special:FilePath/Ilha%20Fiscal%20-%202.jpg,66454
0071824cx004-05,http://www.wikidata.org/entity/Q65621571,http://www.wikidata.org/entity/Q980992,http://commons.wikimedia.org/wiki/Special:FilePath/A%20Gl%C3%B3ria%20vista%20de%20Santa%20Teresa%200R%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66455
0071824cx006-01,http://www.wikidata.org/entity/Q65620428,http://www.wikidata.org/entity/Q10353390,http://commons.wikimedia.org/wiki/Special:FilePath/Monumento%20a%20D.%20Pedro%20I%20no%20Largo%20do%20Rocio%2C%20atual%20pra%C3%A7a%20Tiradentes%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66456
0071824cx006-02,http://www.wikidata.org/entity/Q65620429,http://www.wikidata.org/entity/Q3361206; http://www.wikidata.org/entity/Q4902626; http://www.wikidata.org/entity/Q10277581; http://www.wikidata.org/entity/Q10332478; http://www.wikidata.org/entity/Q10353359,http://commons.wikimedia.org/wiki/Special:FilePath/Est%C3%A1tua%20do%20General%20Os%C3%B3rio%2C%20vendo-se%20ao%20fundo%20o%20Morro%20do%20Castelo%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66535
0071824cx006-03,http://www.wikidata.org/entity/Q65620430,http://www.wikidata.org/entity/Q1532671,http://commons.wikimedia.org/wiki/Special:FilePath/Monumento%20a%20Pedro%20Alvares%20Cabral%20-%20Largo%20da%20Gl%C3%B3ria%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66457
0071824cx006-04,http://www.wikidata.org/entity/Q65620431,http://www.wikidata.org/entity/Q995561,http://commons.wikimedia.org/wiki/Special:FilePath/Monumento%20a%20Jos%C3%A9%20de%20Alencar%20na%20pra%C3%A7a%20Jos%C3%A9%20de%20Alencar%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66458
0071824cx006-12,http://www.wikidata.org/entity/Q65620432,http://www.wikidata.org/entity/Q224101,http://commons.wikimedia.org/wiki/Special:FilePath/Entrada%20da%20barra%20e%20adjac%C3%AAncias%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66459
0071824cx006-13,http://www.wikidata.org/entity/Q89049240,,http://commons.wikimedia.org/wiki/Special:FilePath/Pal%C3%A1cio%20do%20Catete%20-%20fachada.jpg,66539
0071824cx006-15,http://www.wikidata.org/entity/Q65620433,http://www.wikidata.org/entity/Q506938,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20panorama%20da%20enseada%20de%20Botafogo%20a%20partir%20do%20topo%20do%20Corcovado%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66461
0071824cx006-16,http://www.wikidata.org/entity/Q65620434,http://www.wikidata.org/entity/Q14942956,http://commons.wikimedia.org/wiki/Special:FilePath/Ponte%20do%20Silvestre%20na%20Estrada%20de%20Ferro%20Corcovado%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66536
0071824cx007-01,http://www.wikidata.org/entity/Q65620436,http://www.wikidata.org/entity/Q45242,http://commons.wikimedia.org/wiki/Special:FilePath/A%20lagoa%20do%20Jardim%20Bot%C3%A2nico%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66462
0071824cx007-02,http://www.wikidata.org/entity/Q65620437,http://www.wikidata.org/entity/Q45242,http://commons.wikimedia.org/wiki/Special:FilePath/Rua%20Jardim%20Bot%C3%A2nico%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66463
0071824cx007-03,http://www.wikidata.org/entity/Q65620438,http://www.wikidata.org/entity/Q45242,http://commons.wikimedia.org/wiki/Special:FilePath/Corcovado%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66464
0071824cx007-04,http://www.wikidata.org/entity/Q65620439,http://www.wikidata.org/entity/Q894624,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20do%20P%C3%A3o%20de%20A%C3%A7%C3%BAcar%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,7052
0071824cx010-03,http://www.wikidata.org/entity/Q65620440,http://www.wikidata.org/entity/Q894624,,
0071824cx010-10,http://www.wikidata.org/entity/Q65620441,http://www.wikidata.org/entity/Q1532671,http://commons.wikimedia.org/wiki/Special:FilePath/Monumento%20%C3%A0%20Pedro%20Alvarez%20Cabral%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66515
0071824cx011-01,http://www.wikidata.org/entity/Q65620442,http://www.wikidata.org/entity/Q202730,,
0071824cx011-02,http://www.wikidata.org/entity/Q65620443,http://www.wikidata.org/entity/Q10316344,http://commons.wikimedia.org/wiki/Special:FilePath/Largo%20da%20Carioca%20%28Antigo%29%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66467
0071824cx011-03,http://www.wikidata.org/entity/Q65620445,http://www.wikidata.org/entity/Q10353359,http://commons.wikimedia.org/wiki/Special:FilePath/Pra%C3%A7a%20XV%20de%20Novembro%2C%20vendo-se%20o%20Chafariz%20Mestre%20Valentin%20em%20primeiro%20plano%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66468
0071824cx011-04,http://www.wikidata.org/entity/Q65620447,http://www.wikidata.org/entity/Q10353359,http://commons.wikimedia.org/wiki/Special:FilePath/Pra%C3%A7a%20XV%20de%20Novembro%2C%20vendo-se%20Chafariz%20Mestre%20Valentin%20em%20primeiro%20plano%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66469
0071824cx011-05,http://www.wikidata.org/entity/Q65620448,http://www.wikidata.org/entity/Q10353359,http://commons.wikimedia.org/wiki/Special:FilePath/Pra%C3%A7a%20XV%20de%20Novembro%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66470
0071824cx011-06,http://www.wikidata.org/entity/Q65621366,http://www.wikidata.org/entity/Q10316344,http://commons.wikimedia.org/wiki/Special:FilePath/Largo%20da%20Carioca%20%28Antigo%29%201%2C%20Acervo%20do%20Instituto%20Moreira%20Salles.tif,66471
0071824cx015a-01,http://www.wikidata.org/entity/Q89049059,,http://commons.wikimedia.org/wiki/Special:FilePath/Minist%C3%A9rio%20da%20Agricultura%20-%201.jpg,66472
0071824cx015a-02,http://www.wikidata.org/entity/Q89049061,,http://commons.wikimedia.org/wiki/Special:FilePath/Cascatinha%20da%20Tijuca%20-%201.jpg,66473
0071824cx015a-10,http://www.wikidata.org/entity/Q89049064,,http://commons.wikimedia.org/wiki/Special:FilePath/Pedra%20de%20Itapuca%20-%201.jpg,66476
0071824cx016-04,http://www.wikidata.org/entity/Q89049230,,http://commons.wikimedia.org/wiki/Special:FilePath/Barco%20a%20Vela%20-%201.jpg,66517
0071824cx016-07,http://www.wikidata.org/entity/Q89049232,,http://commons.wikimedia.org/wiki/Special:FilePath/Hotel%20White%20-%20Floresta%20da%20Tijuca.jpg,66518
0071824cx016-08,http://www.wikidata.org/entity/Q89049234,,http://commons.wikimedia.org/wiki/Special:FilePath/Hotel%20Villa%20Moreau%20-%201.jpg,66519
