,RESUMO,PROCESSO FORMADOR DA IMAGEM,TÍTULO,AUTORIA,DIMENSÃO,Record Name,DATA LIMITE SUPERIOR,DATA LIMITE INFERIOR,DATA,DESIGNAÇÃO GENÉRICA,LOCAL
18,,GELATINA/ Prata,,,,IMG_0775.JPG,,1000,,FOTOGRAFIA/ Papel,Morro do Castelo
19,,GELATINA/ Prata,,,,IMG_0774.JPG,,1000,,FOTOGRAFIA/ Papel,
20,,GELATINA/ Prata,,,,IMG_0773.JPG,,1000,,FOTOGRAFIA/ Papel,
21,,GELATINA/ Prata,,,,IMG_0772.JPG,,1000,,FOTOGRAFIA/ Papel,
22,,GELATINA/ Prata,,,,IMG_0770.JPG,,1000,,FOTOGRAFIA/ Papel,
23,Avenida Rio Branco - Edifício Jornal do Comércio - Companhia Adriática de Seguros,GELATINA/ Prata,,,,IMG_0769.JPG,,1000,,FOTOGRAFIA/ Papel,
24,,GELATINA/ Prata,,,,IMG_0767.JPG,,1000,,FOTOGRAFIA/ Papel,
25,,GELATINA/ Prata,,,,IMG_0766.JPG,,1000,,FOTOGRAFIA/ Papel,
26,,GELATINA/ Prata,,,,IMG_0765.JPG,,1000,,FOTOGRAFIA/ Papel,
27,,GELATINA/ Prata,,,,IMG_0762.JPG,,1000,,FOTOGRAFIA/ Papel,
28,,GELATINA/ Prata,,,,IMG_0761.JPG,,1000,,FOTOGRAFIA/ Papel,
29,,GELATINA/ Prata,,,,IMG_0760.JPG,,1000,,FOTOGRAFIA/ Papel,
30,,GELATINA/ Prata,,,,IMG_0759.JPG,,1000,,FOTOGRAFIA/ Papel,
31,,GELATINA/ Prata,,,,IMG_0757.JPG,,1000,,FOTOGRAFIA/ Papel,
32,,GELATINA/ Prata,,,,IMG_0756.JPG,,1000,,FOTOGRAFIA/ Papel,
33,,GELATINA/ Prata,,,,IMG_0754.JPG,,1000,,FOTOGRAFIA/ Papel,
34,,GELATINA/ Prata,,,,IMG_0753.JPG,,1000,,FOTOGRAFIA/ Papel,
35,,GELATINA/ Prata,,,,IMG_0752.JPG,,1000,,FOTOGRAFIA/ Papel,
36,,GELATINA/ Prata,,,,IMG_0751.JPG,,1000,,FOTOGRAFIA/ Papel,
37,,GELATINA/ Prata,,,,IMG_0750.JPG,,1000,,FOTOGRAFIA/ Papel,
38,,GELATINA/ Prata,,,,IMG_0749.JPG,,1000,,FOTOGRAFIA/ Papel,
39,,GELATINA/ Prata,,,,IMG_0747.JPG,,1000,,FOTOGRAFIA/ Papel,
40,,GELATINA/ Prata,,,,IMG_0745.JPG,,1000,,FOTOGRAFIA/ Papel,
41,,GELATINA/ Prata,,,,IMG_0744.JPG,,1000,,FOTOGRAFIA/ Papel,
42,,GELATINA/ Prata,,,,IMG_0743.JPG,,1000,,FOTOGRAFIA/ Papel,
43,,GELATINA/ Prata,,,,IMG_0737.JPG,,1000,,FOTOGRAFIA/ Papel,
44,,GELATINA/ Prata,,,,IMG_0735.JPG,,1000,,FOTOGRAFIA/ Papel,
45,,GELATINA/ Prata,,,,IMG_0733.JPG,,1000,,FOTOGRAFIA/ Papel,
46,,GELATINA/ Prata,,,,IMG_0730.JPG,,1000,,FOTOGRAFIA/ Papel,
47,,GELATINA/ Prata,,,,IMG_0729.JPG,,1000,,FOTOGRAFIA/ Papel,
48,,GELATINA/ Prata,,,,IMG_0727.JPG,,1000,,FOTOGRAFIA/ Papel,
49,,GELATINA/ Prata,,,,IMG_0724.JPG,,1000,,FOTOGRAFIA/ Papel,
50,,GELATINA/ Prata,,,,IMG_0722.JPG,,1000,,FOTOGRAFIA/ Papel,
51,,GELATINA/ Prata,,,,IMG_0721.JPG,,1000,,FOTOGRAFIA/ Papel,
52,,GELATINA/ Prata,,,,IMG_0720.JPG,,1000,,FOTOGRAFIA/ Papel,
53,Interior de igreja,GELATINA/ Prata,,,,IMG_0719.JPG,,1000,,FOTOGRAFIA/ Papel,
54,,GELATINA/ Prata,,,,IMG_0715.JPG,,1000,,FOTOGRAFIA/ Papel,
55,,GELATINA/ Prata,,,,IMG_0711.JPG,,1000,,FOTOGRAFIA/ Papel,
56,,GELATINA/ Prata,,,,IMG_0710.JPG,,1000,,FOTOGRAFIA/ Papel,
57,,GELATINA/ Prata,,,,IMG_0709.JPG,,1000,,FOTOGRAFIA/ Papel,Morro do Castelo
58,Avião biplano,GELATINA/ Prata,,,,IMG_0705.JPG,,1000,,FOTOGRAFIA/ Papel,
59,Teatro João Caetano,GELATINA/ Prata,Teatro João Caetano,,,IMG_0700.JPG,,1000,,FOTOGRAFIA/ Papel,Praça Tiradentes
60,Concurso de beleza,GELATINA/ Prata,Concurso de beleza,,,IMG_0695.JPG,,1000,,FOTOGRAFIA/ Papel,
61,,GELATINA/ Prata,Washignton Luis,,,IMG_0658.jpg,,1000,,NEGATIVO flexível,
62,,GELATINA/ Prata,Washignton Luis,,,IMG_0657.jpg,,1000,,NEGATIVO flexível,
63,,GELATINA/ Prata,Washignton Luis,,,IMG_0656.jpg,,1000,,NEGATIVO flexível,
64,Morro do Castelo,GELATINA/ Prata,,,,IMG_0655.jpg,,1000,,NEGATIVO flexível,Morro do Castelo
65,Negativo rasgado,GELATINA/ Prata,,,,IMG_0654.jpg,,1000,,NEGATIVO flexível,"Avenida Central, atual Rio Branco; Centro"
66,,GELATINA/ Prata,Washington Luis,,,IMG_0653.jpg,,1000,,NEGATIVO flexível,
67,,GELATINA/ Prata,Washington Luis,,,IMG_0647.jpg,,1000,,NEGATIVO flexível,
68,,GELATINA/ Prata,Washington Luis,,,IMG_0645.jpg,,1000,,NEGATIVO flexível,
69,,GELATINA/ Prata,Washington Luis,,,IMG_0643.jpg,,1000,,NEGATIVO flexível,
70,,GELATINA/ Prata,Washington Luis,,,IMG_0642.jpg,,1000,,NEGATIVO flexível,
71,,GELATINA/ Prata,Washington Luis,,,IMG_0641.jpg,,1000,,NEGATIVO flexível,
72,,GELATINA/ Prata,Washington Luis,,,IMG_0640.jpg,,1000,,NEGATIVO flexível,
73,,GELATINA/ Prata,,,,IMG_0638.jpg,,1000,,NEGATIVO flexível,
74,,GELATINA/ Prata,,,,IMG_0637.jpg,,1000,,NEGATIVO flexível,
75,,GELATINA/ Prata,Washignton Luis,,,IMG_0635.jpg,,1000,,NEGATIVO flexível,
76,,GELATINA/ Prata,Washignton Luis,,,IMG_0631.jpg,,1000,,NEGATIVO flexível,
77,Palácio do Catete,GELATINA/ Prata,Washington Luis,,,IMG_0630.jpg,,1000,,NEGATIVO flexível,Palácio do Catete
78,,GELATINA/ Prata,,,,IMG_0629.jpg,,1000,,NEGATIVO flexível,Glória
79,,GELATINA/ Prata,Washington Luis,,,IMG_0628.jpg,,1000,,NEGATIVO flexível,
80,,GELATINA/ Prata,"Washington Luis, ao centro",,,IMG_0627.jpg,,1000,,NEGATIVO flexível,Praça XV
81,,GELATINA/ Prata,"Washington Luis, de cartola",,,IMG_0622.jpg,,1000,,NEGATIVO flexível,
82,Vista do Rio de Janeiro a partir da Fortaleza de Santa Cruz,GELATINA/ Prata,Vista do Rio de Janeiro a partir da Fortaleza de Santa Cruz,,,IMG_0620.jpg,,1000,,NEGATIVO flexível,Niterói
83,,GELATINA/ Prata,,,,IMG_0614.jpg,,1000,,NEGATIVO flexível,
84,,GELATINA/ Prata,,,,IMG_0613.jpg,,1000,,NEGATIVO flexível,
85,,GELATINA/ Prata,Getúlio Vargas,,,IMG_0611.jpg,,1000,,NEGATIVO flexível,
86,,GELATINA/ Prata,,,,IMG_0610.jpg,,1000,,NEGATIVO flexível,
87,"Vista do Pão de Açúcar, Corcovado ao fundo. Negativo rasgado, emulsão descolando",GELATINA/ Prata,,,,IMG_0609.jpg,,1000,,NEGATIVO flexível,Baía de Guanabara
88,,GELATINA/ Prata,Atual Colégio Estadual Amaro Cavalcanti,,,IMG_0606.jpg,,1000,,NEGATIVO/ Vidro,Largo do Machado
89,,GELATINA/ Prata,Concurso de beleza,,,IMG_0586.jpg,,1000,,NEGATIVO flexível,
90,,GELATINA/ Prata,Cabeça do Cristo Redentor,,,IMG_0574.jpg,,1000,,NEGATIVO flexível,
91,,GELATINA/ Prata,,,,IMG_0573.jpg,,1000,,NEGATIVO flexível,
92,,GELATINA/ Prata,,,,IMG_0572.jpg,,1000,,NEGATIVO flexível,"Avenida Central, atual Rio Branco; Centro"
93,"Vista da fachada do palácio da Prefeitura Municipal.
A Prefeitura do Rio de Janeiro já ocupou sete sedes, desde 1892. Quando Floriano Peixoto, então presidente da República, assinou a Lei Orgânica do Distrito Federal, em 20 de setembro de 1892, estabelecendo a Prefeitura do Rio de Janeiro, sua sede foi instalada num palacete situado no Campo de Santana e ali permaneceu até 1942, quando, devido às obras de construção da Avenida Presidente Vargas, que previam a demolição de parte do local, incluindo o prédio da prefeitura, foi transferida para um casarão no Parque da Cidade, na Gávea.",GELATINA/ Prata,Palácio da Prefeitura,,,IMG_0571.jpg,,1000,,NEGATIVO flexível,Campo de Santana
94,,GELATINA/ Prata,Getúlio Vargas,,,IMG_0570.jpg,,1000,,NEGATIVO flexível,
95,,GELATINA/ Prata,,,,IMG_0569.jpg,,1000,,NEGATIVO flexível,
96,,GELATINA/ Prata,,,,IMG_0568.jpg,,1000,,NEGATIVO flexível,
97,,GELATINA/ Prata,,,,IMG_0567.jpg,,1000,,NEGATIVO flexível,
98,,GELATINA/ Prata,,,,IMG_0566.jpg,,1000,,NEGATIVO flexível,
99,,GELATINA/ Prata,,,,IMG_0565.jpg,,1000,,NEGATIVO flexível,Botafogo
100,,GELATINA/ Prata,,,,IMG_0561.jpg,,1000,,NEGATIVO flexível,
101,Cabeça do Cristo Redentor,GELATINA/ Prata,Cabeça do Cristo Redentor,,,IMG_0559.jpg,,1000,,NEGATIVO flexível,
102,,GELATINA/ Prata,,,,IMG_0557.jpg,,1000,,NEGATIVO flexível,
103,,GELATINA/ Prata,,,,IMG_0556.jpg,,1000,,NEGATIVO flexível,
104,,GELATINA/ Prata,,,,IMG_0555.jpg,,1000,,NEGATIVO flexível,Lagoa Rodrigo de Freitas
105,,GELATINA/ Prata,,,,IMG_0554.jpg,,1000,,NEGATIVO flexível,
106,,GELATINA/ Prata,,,,IMG_0552.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
107,,GELATINA/ Prata,,,,IMG_0551.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
108,"Trincado, sem uma ponta",GELATINA/ Prata,,,,IMG_0550.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
109,,GELATINA/ Prata,,,,IMG_0549.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
110,,GELATINA/ Prata,,,,IMG_0548.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
111,,GELATINA/ Prata,,,,IMG_0547.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
112,,GELATINA/ Prata,,,,IMG_0545.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
113,,GELATINA/ Prata,,,,IMG_0544.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
114,Sem uma ponta,GELATINA/ Prata,,,,IMG_0543.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
115,,GELATINA/ Prata,,,,IMG_0542.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
116,,GELATINA/ Prata,,,,IMG_0541.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
117,,GELATINA/ Prata,,,,IMG_0540.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
118,Trincado,GELATINA/ Prata,,,,IMG_0539.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
119,,GELATINA/ Prata,,,,IMG_0538.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
120,,GELATINA/ Prata,,,,IMG_0537.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
121,Trincado,GELATINA/ Prata,,,,IMG_0536.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
122,Jatos d'água na demolição do Morro do Castelo,GELATINA/ Prata,,,,IMG_0535.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
123,Quebrado,GELATINA/ Prata,,,,IMG_0534.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
124,,GELATINA/ Prata,Pedra de Itapuca,,,IMG_0533.jpg,,1000,,NEGATIVO/ Vidro,
125,,GELATINA/ Prata,,,,IMG_0531.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
126,,GELATINA/ Prata,,,,IMG_0530.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
127,Trincado,GELATINA/ Prata,,,,IMG_0529.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
128,,GELATINA/ Prata,,,,IMG_0528.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
129,,GELATINA/ Prata,,,,IMG_0527.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
130,Ponta quebrada,GELATINA/ Prata,,,,IMG_0526.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
131,Morro do Castelo,GELATINA/ Prata,,,,IMG_0525.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
132,Morro do Castelo,GELATINA/ Prata,,,,IMG_0524.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
133,No mesmo envelope que IMG_0523.jpg,GELATINA/ Prata,,,,IMG_0522.jpg,,1000,,NEGATIVO/ Vidro,
134,,GELATINA/ Prata,Elefantes,,,IMG_0519.jpg,,1000,,NEGATIVO/ Vidro,
135,Morro do Castelo,GELATINA/ Prata,,,,IMG_0518.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
136,Morro do Castelo,GELATINA/ Prata,,,,IMG_0516.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
137,,GELATINA/ Prata,,,,IMG_0514.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
138,Morro do Castelo. Quebrado com perda.,GELATINA/ Prata,,,,IMG_0513.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
139,,GELATINA/ Prata,,,,IMG_0512.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
140,,GELATINA/ Prata,,,,IMG_0511.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
141,Morro do castelo,GELATINA/ Prata,,,,IMG_0510.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
142,Bica d'água,GELATINA/ Prata,,,,IMG_0509.jpg,,1000,,NEGATIVO/ Vidro,
143,,GELATINA/ Prata,,,,IMG_0508.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
144,Lagoa - Corte do Cantagalo. Quebrado com perda.,GELATINA/ Prata,,,,IMG_0507.jpg,,1000,,NEGATIVO/ Vidro,
145,Praia de Santa Luzia,GELATINA/ Prata,,,,IMG_0506.jpg,,1000,,NEGATIVO/ Vidro,Praia de Santa Luzia
146,,GELATINA/ Prata,,,,IMG_0504.jpg,,1000,,NEGATIVO/ Vidro,
147,,GELATINA/ Prata,Morro do Castelo,,,IMG_0503.jpg,,1000,,NEGATIVO/ Vidro,
148,,GELATINA/ Prata,,,,IMG_0502.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
149,Morro do Castelo,GELATINA/ Prata,,,,IMG_0501.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
150,,GELATINA/ Prata,,,,IMG_0500.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
151,Morro do Castelo,GELATINA/ Prata,,,,IMG_0498.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
152,,GELATINA/ Prata,,,,IMG_0497.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
153,,GELATINA/ Prata,,,,IMG_0496.jpg,,1000,,NEGATIVO/ Vidro,Leblon
154,Morro do Castelo,GELATINA/ Prata,,,,IMG_0495.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
155,,GELATINA/ Prata,,,,IMG_0494.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
156,Getúlio Vargas,GELATINA/ Prata,Getúlio Vargas,,,IMG_0493.jpg,,1000,,NEGATIVO/ Vidro,
157,,GELATINA/ Prata,Abertura do túnel João Ricardo,,,IMG_0492.jpg,,1000,,NEGATIVO/ Vidro,Morro do Senado
158,,GELATINA/ Prata,Rui Barbosa,,,IMG_0491.jpg,,1000,,NEGATIVO/ Vidro,Porto do Rio de Janeiro
159,,GELATINA/ Prata,,,,IMG_0490.jpg,,1000,,NEGATIVO/ Vidro,
160,,GELATINA/ Prata,,,,IMG_0488.jpg,,1000,,NEGATIVO/ Vidro,
161,,GELATINA/ Prata,,,,IMG_0487.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
162,,GELATINA/ Prata,,,,IMG_0484.jpg,,1000,,NEGATIVO/ Vidro,
163,,GELATINA/ Prata,,,,IMG_0483.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
164,,GELATINA/ Prata,,,,IMG_0482.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
165,,GELATINA/ Prata,,,,IMG_0481.jpg,,1000,,NEGATIVO/ Vidro,
166,,GELATINA/ Prata,,,,IMG_0480.jpg,,1000,,NEGATIVO/ Vidro,"Avenida Central, atual Rio Branco; Centro"
167,,GELATINA/ Prata,,,,IMG_0478.jpg,,1000,,NEGATIVO/ Vidro,
168,,GELATINA/ Prata,,,,IMG_0476.jpg,,1000,,NEGATIVO/ Vidro,
169,,GELATINA/ Prata,,,,IMG_0475.jpg,,1000,,NEGATIVO/ Vidro,
170,,GELATINA/ Prata,,,,IMG_0474.jpg,,1000,,NEGATIVO/ Vidro,
171,,GELATINA/ Prata,,,,IMG_0473.jpg,,1000,,NEGATIVO/ Vidro,
172,,GELATINA/ Prata,,,,IMG_0472.jpg,,1000,,NEGATIVO/ Vidro,
173,,GELATINA/ Prata,,,,IMG_0471.jpg,,1000,,NEGATIVO/ Vidro,Centro
174,,GELATINA/ Prata,,,,IMG_0470.jpg,,1000,,NEGATIVO/ Vidro,Lapa
175,,GELATINA/ Prata,,,,IMG_0469.jpg,,1000,,NEGATIVO/ Vidro,
176,,GELATINA/ Prata,,,,IMG_0467.jpg,,1000,,NEGATIVO/ Vidro,Centro
177,,GELATINA/ Prata,Getúlio Vargas,,,IMG_0465.jpg,,1000,,NEGATIVO/ Vidro,
178,,GELATINA/ Prata,,,,IMG_0464.jpg,,1000,,NEGATIVO/ Vidro,
179,,GELATINA/ Prata,,,,IMG_0461.jpg,,1000,,NEGATIVO/ Vidro,
180,,GELATINA/ Prata,,,,IMG_0458.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
181,,GELATINA/ Prata,,,,IMG_0457.jpg,,1000,,NEGATIVO/ Vidro,
182,,GELATINA/ Prata,,,,IMG_0456.jpg,,1000,,NEGATIVO/ Vidro,
183,,GELATINA/ Prata,,,,IMG_0455.jpg,,1000,,NEGATIVO/ Vidro,
184,,GELATINA/ Prata,,,,IMG_0454.jpg,,1000,,NEGATIVO/ Vidro,
185,,GELATINA/ Prata,,,,IMG_0453.jpg,,1000,,NEGATIVO/ Vidro,
186,,GELATINA/ Prata,,,,IMG_0449.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
187,,GELATINA/ Prata,,,,IMG_0446.jpg,,1000,,NEGATIVO/ Vidro,
188,,GELATINA/ Prata,Obelisco do Valongo,,,IMG_0443.jpg,,1000,,NEGATIVO/ Vidro,
189,,GELATINA/ Prata,,,,IMG_0442.jpg,,1000,,NEGATIVO/ Vidro,
190,,GELATINA/ Prata,,,,IMG_0441.jpg,,1000,,NEGATIVO/ Vidro,Largo da Carioca
191,Morro do Castelo,GELATINA/ Prata,,,,IMG_0438.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
192,"Igreja dos Capuchinhos, Morro do Castelo",GELATINA/ Prata,,,,IMG_0435.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
193,,GELATINA/ Prata,,,,IMG_0434.jpg,,1000,,NEGATIVO/ Vidro,
194,,GELATINA/ Prata,,,,IMG_0433.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
195,Morro do Castelo,GELATINA/ Prata,,,,IMG_0432.jpg,,1000,,NEGATIVO/ Vidro,
196,Igreja dos Capuchinhos,GELATINA/ Prata,,,,IMG_0429.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
197,Morro do Castelo,GELATINA/ Prata,,,,IMG_0427.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
198,Ponta quebrada,GELATINA/ Prata,,,,IMG_0425.jpg,,1000,,NEGATIVO/ Vidro,
199,,GELATINA/ Prata,,,,IMG_0424.jpg,,1000,,NEGATIVO/ Vidro,"Avenida Central, atual Rio Branco; Centro"
200,,GELATINA/ Prata,,,,IMG_0423.jpg,,1000,,NEGATIVO/ Vidro,"Avenida Central, atual Rio Branco; Centro"
201,,GELATINA/ Prata,,,,IMG_0422.jpg,,1000,,NEGATIVO/ Vidro,
202,,GELATINA/ Prata,,,,IMG_0421.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
203,,GELATINA/ Prata,Epitácio Pessoa,,,IMG_0420.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
204,Hidroaviões na enseada de Botafogo,GELATINA/ Prata,Hidroaviões na enseada de Botafogo,,,IMG_0419.jpg,,1000,,NEGATIVO/ Vidro,
205,,GELATINA/ Prata,,,,IMG_0418.jpg,,1000,,NEGATIVO/ Vidro,
206,Hidroaviões na enseada de Botafogo,GELATINA/ Prata,Hidroaviões na enseada de Botafogo,,,IMG_0417.jpg,,1000,,NEGATIVO/ Vidro,
207,,GELATINA/ Prata,Policlínica de Botafogo,,,IMG_0416.jpg,,1000,,NEGATIVO/ Vidro,
208,,GELATINA/ Prata,Igreja de Nossa Senhora do Bonsucesso,,,IMG_0414.jpg,,1000,,NEGATIVO/ Vidro,
209,Paço Imperial,GELATINA/ Prata,Paço Imperial,,,IMG_0413.jpg,,1000,,NEGATIVO/ Vidro,
210,Paço Imperial,GELATINA/ Prata,Paço Imperial,,,IMG_0412.jpg,,1000,,NEGATIVO/ Vidro,
211,,GELATINA/ Prata,,,,IMG_0408.jpg,,1000,,NEGATIVO/ Vidro,
212,,GELATINA/ Prata,Exposição Internacional de 1922,,,IMG_0407.jpg,1922,1922,1922,NEGATIVO/ Vidro,
213,Grupo posando na frente de túnel ferroviário - Rio de Janeiro,GELATINA/ Prata,,,,IMG_0406.jpg,,1000,,NEGATIVO/ Vidro,
214,,GELATINA/ Prata,,,,IMG_0404.jpg,,1000,,NEGATIVO/ Vidro,
215,Quebrado,GELATINA/ Prata,,,,IMG_0403.jpg,,1000,,NEGATIVO/ Vidro,Centro
216,,GELATINA/ Prata,Igreja de Santa Luzia,,,IMG_0402.jpg,,1000,,NEGATIVO/ Vidro,
217,"Ao centro, a rua 7 de setembro; ao fundo o Morro de Santo Antônio",GELATINA/ Prata,"Ao centro, a rua 7 de setembro; ao fundo o Morro de Santo Antônio",,,IMG_0401.jpg,,1000,,NEGATIVO/ Vidro,
218,,GELATINA/ Prata,,,,IMG_0400.jpg,,1000,,NEGATIVO/ Vidro,Lapa
219,Igreja de São Sebastião - Morro do Castelo,GELATINA/ Prata,Igreja de São Sebastião,,,IMG_0399.jpg,,1000,,NEGATIVO/ Vidro,Morro do Castelo
220,Igreja de São Domingos Gusmão - Largo de São Domingos,GELATINA/ Prata,Igreja de São Domingos Gusmão,,,IMG_0398.jpg,,1000,,NEGATIVO/ Vidro,Largo de São Domingos
221,Igreja de São Pedro dos Clérigos,GELATINA/ Prata,Igreja de São Pedro dos Clérigos,,,IMG_0397.jpg,,1000,,NEGATIVO/ Vidro,
222,Vista da Lapa e de Santa Teresa tomada do Morro de Santo Antônio,GELATINA/ Prata,Vista da Lapa e de Santa Teresa tomada do Morro de Santo Antônio,,,IMG_0395.jpg,,1000,,NEGATIVO/ Vidro,
223,,GELATINA/ Prata,Norddeutscher Lloyd Bremen,,,IMG_0394.jpg,,1000,,NEGATIVO/ Vidro,Avenida Rio Branco
224,Vista da Rua Buenos Aires - Campo de Santana,GELATINA/ Prata,Vista da Rua Buenos Aires,,,IMG_0392.jpg,,1000,,NEGATIVO/ Vidro,Campo de Santana
225,,GELATINA/ Prata,,,,IMG_0390.jpg,,1000,,NEGATIVO/ Vidro,
226,,GELATINA/ Prata,,,,IMG_0389.jpg,,1000,,NEGATIVO/ Vidro,Morro do Senado
227,,GELATINA/ Prata,,,,IMG_0388.jpg,,1000,,NEGATIVO/ Vidro,"Avenida Central, atual Rio Branco; Centro"
