Source ID,Title,Creator,Description (English),Description (Portuguese),Date,datetime,date_accuracy,First Year,Last Year,Type,Item Set,Source,Materials,Fabrication Method,Rights,License,Attribution,Width (mm),Height (mm),Smapshot ID,preliminary id
001ACL017004,"Praça D. Pedro II, atual Praça XV de novembro; ao centro, Chafariz do mestre Valentim; ao fundo, convento e igreja do Carmo, ligados por passadiço",Georges Leuzinger,-,"Monumental chafariz de Mestre Valentim, uma das poucas peças coloniais que resistiu à força modernizadora do começo do século XX. Considerado obra prima no trabalho de cantaria, foi construído entre 1780 e 1789, e figurou por quase um século como principal chafariz da cidade. Ao fundo, aparecem a Capela Imperial e a Igreja do Carmo.
Fotografia integra o álbum ""Rio de Janeiro e seus arredores"" formado por 42 fotografias.",1866 circa,1866-01-01,circa,1881,1871,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Albumine,-,-,,240.0,192.0,,
001ACL017005,Catete e entrada da barra,Georges Leuzinger,-,"Fotografia do Catete por volta de 1870, na qual contemplamos a entrada da barra. À direita parte do morro da Glória. No centro, impondo-se às demais construções, está o palacete do Barão de Friburgo. Construído em 1862, o palacete visou agradar a baronesa que tinha gosto pela vida urbana e gostava de ver a paisagem da cidade, fato que contrastava com a vida que o casal levava nas fazendas deste Barão do Café, em Friburgo. Proclamada a república, tornou-se alguns anos depois sede do governo.
Fotografia integra o álbum ""Rio de Janeiro e seus arredores"" formado por 42 fotografias.",1870 circa,1870-01-01,circa,1865,1875,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Albumine,-,-,,240.0,192.0,,
001ACL017006,"Largo de São Francisco, em destaque, a real Academia Militar",Georges Leuzinger,-,"A Academia que vemos ao centro foi criada em 1810 a partir de parte da obra inacabada da Sé da cidade, que começou a ser levantada em 1750. O próprio prédio militar só ficou pronto entre 1820 e 1830. Destinado a abrigar instituições educacionais do país, nos anos subseqüentes o espaço foi usado pela Escola Militar (1842), Escola Politécnica (1874) e durante todo o século XX e XXI pelo IFCS-UFRJ (Instituto de Filosofia e Ciências Sociais da Universidade Federal do Rio de Janeiro. 
Integra o álbum ""Rio de Janeiro e seus arredores"" formado por 42 fotografias do Rio de Janeiro, de Petrópolis, da Amazônia e 5 reproduções fotográficas de gravuras europeias. É possível que as fotografias da Amazônia, por Albert Frisch e as reproduções de gravuras não sejam parte do álbum original, tendo sido inseridas posteriormente.",1865 circa,1865-01-01,circa,1860,1870,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Albumine,-,-,,240.0,192.0,,
001ACL017007,Passeio Público,Georges Leuzinger,-,"Passeio Público hoje um parque próximo aos Arcos da Lapa, mas até o final do século XVIII, era uma lagoa chamada de Boqueirão da Ajuda.
Integra o álbum ""Rio de Janeiro e seus arredores"" formado por 42 fotografias do Rio de Janeiro, de Petrópolis, da Amazônia e 5 reproduções fotográficas de gravuras europeias. É possível que as fotografias da Amazônia, por Albert Frisch e as reproduções de gravuras não sejam parte do álbum original, tendo sido inseridas posteriormente.",1865 circa,1865-01-01,circa,1865,1870,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Albumine,-,-,,240.0,192.0,,
001ACL017008,"Cais da Glória, Lapa, Passeio e Santa Luzia",Georges Leuzinger,-,"Em fotografia tirada do Outeiro da Glória, podemos ver a enseada da Glória com a Lapa e o Passeio ao fundo. À direita vemos o Morro do Castelo, primeira área ocupada na cidade depois do descobrimento. A igrejinha que vemos logo abaixo do Morro do Castelo é a de Santa Luzia, a mais antiga da cidade. Foi erguida em 1592 por pescadores e passou por duas grandes reformas, em 1752 e 1872. Há indícios de que o lugar onde se encontra hoje não é o mesmo de 1592; suas paredes estavam em situação precária e era muito perto do mar, motivos para reconstruí-la em terreno melhor. Este novo local não era distante e foi doado pela Irmandade de mesmo nome, criada por volta de 1519. À esquerda, bem abaixo, vemos um pedaço do Mercado da Glória, construído em 1857 e demolido durante as reformas urbanas entre 1903 e 1906. A cadeia de montanhas bem ao fundo faz parte da Serra dos Órgãos.
Fotografia integra o álbum ""Rio de Janeiro e seus arredores"" formado por 42 fotografias.",1866 circa,1866-01-01,circa,1861,1871,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Albumine,-,-,,240.0,192.0,,
001ACL017009,São Domingos e o embarcadeiro,Georges Leuzinger,-,"São Domingos e a embarcadeira, com a vista do Rio de Janeiro ao fundo (destacando-se seus morros). O bairro, um dos mais antigos de Niterói, era área pertencente à Sesmaria dos Índios. Foi ocupado pelo colonizador português, que em suas terras estabeleceu uma plantação de cana de açúcar e um engenho, além de fundar uma pequena igreja, a atual Igreja de São Domingos.  
Integra o álbum ""Rio de Janeiro e seus arredores"" formado por 42 fotografias do Rio de Janeiro, de Petrópolis, da Amazônia e 5 reproduções fotográficas de gravuras europeias. É possível que as fotografias da Amazônia, por Albert Frisch e as reproduções de gravuras não sejam parte do álbum original, tendo sido inseridas posteriormente.",1866 circa,1866-01-01,circa,1865,1870,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Albumine,-,-,,240.0,192.0,,
001ACL017010,Cachoeira,Georges Leuzinger,-,"Integra o álbum ""Rio de Janeiro e seus arredores"" formado por 42 fotografias do Rio de Janeiro, de Petrópolis, da Amazônia e 5 reproduções fotográficas de gravuras europeias. É possível que as fotografias da Amazônia, por Albert Frisch e as reproduções de gravuras não sejam parte do álbum original, tendo sido inseridas posteriormente.",1865 circa,1865-01-01,circa,1865,1870,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Albumine,-,-,,192.0,240.0,,
001ACL017011,Ilha das Cobras (de S. Bento),Georges Leuzinger,-,"Ilha que desde o início fez parte do sistema de defesa da  cidade, pois em 1641 foi construído lá o Forte de Santa Margarida. Porém, as defesas da cidade não foram capazes de conter as investidas do Corsário francês Dugay Trouin  que em 1711 invadiu a  cidade se apoderando antes da Ilha das Cobras. Depois de expulsar o invasor,  a ilha foi fortificada em 1735, com o Forte São José que além de Forte, foi usado como prisão, abrigando, inclusive, Tiradentes. No primeiro império a ilha passou para o Ministério da Marinha que construiu dois diques e um hospital na ilha. Permance hoje com instalações navais, além de ter, tombados, a porta em granito da antiga fortaleza e o frontispicio da capela da luz.
Fotografia integra o álbum ""Rio de Janeiro e seus arredores"" formado por 42 fotografias.",1866 circa,1866-01-01,circa,1861,1870,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Albumine,-,-,,240.0,192.0,,
001ACL017012,Pedra de Itapuca,Georges Leuzinger,-,"Pedra de Itapuca é uma formação rochosa que se localiza entre a Praia de Icaraí, no bairro de Icaraí e Praia das Flechas, no bairro do Ingá, no município de Niterói. Foi tombada em 1985 pelo Instituto Estadual do Patrimônio Cultural. 
Integra o álbum ""Rio de Janeiro e seus arredores"" formado por 42 fotografias do Rio de Janeiro, de Petrópolis, da Amazônia e 5 reproduções fotográficas de gravuras europeias. É possível que as fotografias da Amazônia, por Albert Frisch e as reproduções de gravuras não sejam parte do álbum original, tendo sido inseridas posteriormente.",1865 circa,1865-01-01,circa,1865,1870,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Albumine,-,-,,240.0,192.0,,
001ACL017013,"A Glória, do Passeio Público",Georges Leuzinger,-,"A Glória vista do Passeio Público. A Glória surgiu a mando do vice-rei Marquês do Lavradio para preparar feiras livres de impostos e normalizar, assim, o abastecimento das capitanias do Rio e de Minas no século XVIII. 
Integra o álbum ""Rio de Janeiro e seus arredores"" formado por 42 fotografias do Rio de Janeiro, de Petrópolis, da Amazônia e 5 reproduções fotográficas de gravuras europeias. É possível que as fotografias da Amazônia, por Albert Frisch e as reproduções de gravuras não sejam parte do álbum original, tendo sido inseridas posteriormente.",1865 circa,1865-01-01,circa,1865,1870,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Albumine,-,-,,240.0,192.0,,
001ACL017014,Morro do Pinto,Georges Leuzinger,-,"O morro do Pinto é um morro situado no bairro do Santo Cristo.
Integra o álbum ""Rio de Janeiro e seus arredores"" formado por 42 fotografias do Rio de Janeiro, de Petrópolis, da Amazônia e 5 reproduções fotográficas de gravuras europeias. É possível que as fotografias da Amazônia, por Albert Frisch e as reproduções de gravuras não sejam parte do álbum original, tendo sido inseridas posteriormente.",1865 circa,1865-01-01,circa,1865,1870,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Albumine,-,-,,240.0,192.0,,
001ACL017015,Praça da Constituição,Georges Leuzinger,-,"A estátua eqüestre de D. Pedro I foi feita na França por Louis Rochet. Em 1861 Rochet montou o monumento na praça. A praça Tiradentes era inicialmente conhecida como Rocio ou Rocio Grande, depois Terreiro da Polé e Campo dos Ciganos. 
Integra o álbum ""Rio de Janeiro e seus arredores"" formado por 42 fotografias do Rio de Janeiro, de Petrópolis, da Amazônia e 5 reproduções fotográficas de gravuras europeias. É possível que as fotografias da Amazônia, por Albert Frisch e as reproduções de gravuras não sejam parte do álbum original, tendo sido inseridas posteriormente.",1865 circa,1865-01-01,circa,1865,1870,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Albumine,-,-,,240.0,192.0,,
001ACL017018,"Cemitério São João Batista, Botafogo e Pão de Açúcar, da chácara do sr. Rocha",Georges Leuzinger,-,"Botafogo, centro açucareiro no século XVIII, fazia parte da freguesia de São João Batista da Lagoa. Na foto vemos a rua General Polidoro, uma das primeiras do bairro, aberta junto ao Morro da Quinta do Vigário Geral (propriedade do padre Clemente de Matos). À General Polidoro foram acrescidos o Caminho Novo de São Joaquim (atual Voluntários da Pátria), em 1826; a rua Real Grandeza, paralela à moldura da foto; a rua de Todos os Santos (atual Mena Barreto); e a rua São João Batista. O Cemitério São João Batista foi construído em 1852. 
Integra o álbum ""Rio de Janeiro e seus arredores"" formado por 42 fotografias do Rio de Janeiro, de Petrópolis, da Amazônia e 5 reproduções fotográficas de gravuras europeias. É possível que as fotografias da Amazônia, por Albert Frisch e as reproduções de gravuras não sejam parte do álbum original, tendo sido inseridas posteriormente",1866 circa,1866-01-01,circa,1865,1870,Photograph,All||Views,Instituto Moreira Salles,Photographic print,Albumine,-,-,,240.0,192.0,,
