,id,_title,_description,keywords,year,_date,_source,_depicts,_width,_height
10,001AAN005136,Jardim Botânico,"Vegetação do Jardim Botânico. \nFotografia integra ""Álbum de amador navegante "", formado por 200 fotografias, que retratam uma viagem de navio pelo Brasil e por outros países da América do Sul e Central.","Anônimo,FOTOGRAFIA/ Papel",1910,1905/1915,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/79139>Instituto Moreira Salles</a>",nan,"14,1","8,3"
11,001AAN005137,Jardim Botânico,"Aléia de palmeiras no Jardim Botânico. \nFotografia integra ""Álbum de amador navegante "", formado por 200 fotografias, que retratam uma viagem de navio pelo Brasil e por outros países da América do Sul e Central.","Anônimo,FOTOGRAFIA/ Papel",1910,1905/1915,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/79140>Instituto Moreira Salles</a>",nan,"14,1","8,3"
12,001AAN005138,Jardim Botânico,"Aléia de palmeiras no Jardim Botânico. \nFotografia integra ""Álbum de amador navegante "", formado por 200 fotografias, que retratam uma viagem de navio pelo Brasil e por outros países da América do Sul e Central.","Anônimo,FOTOGRAFIA/ Papel",1910,1905/1915,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/79141>Instituto Moreira Salles</a>",nan,"14,1","8,3"
13,001AAN005139,Jardim Botânico,"Pequena edificação no interior do jardim Botânico. \nFotografia integra ""Álbum de amador navegante "", formado por 200 fotografias, que retratam uma viagem de navio pelo Brasil e por outros países da América do Sul e Central.","Anônimo,FOTOGRAFIA/ Papel",1910,1905/1915,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/79142>Instituto Moreira Salles</a>",nan,"14,1","8,3"
14,001AAN005140,Jardim Botânico,"Estátua no interior do Jardim Botânico. \nFotografia integra ""Álbum de amador navegante "", formado por 200 fotografias, que retratam uma viagem de navio pelo Brasil e por outros países da América do Sul e Central.","Anônimo,FOTOGRAFIA/ Papel",1910,1905/1915,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/79143>Instituto Moreira Salles</a>",nan,"14,1","8,3"
15,001AAN005141,Vista do Pão de Açúcar,"Pão de Açúcar visto de Santa Tereza. \nFotografia integra ""Álbum de amador navegante "", formado por 200 fotografias, que retratam uma viagem de navio pelo Brasil e por outros países da América do Sul e Central.","Anônimo,FOTOGRAFIA/ Papel",1910,1905/1915,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/79144>Instituto Moreira Salles</a>",nan,"14,1","8,3"
16,001AAN005142,Vista da lagoa Rodrigo de Freitas,"Vista a partir da Vista Chinesa, no Alto da Tijuca, com a lagoa Rodrigo de Freitas ao centro, Corcovado à esquerda e, ao fundo, o Pão de Açúcar e a enseada de Botafogo. \nFotografia integra ""Álbum de amador navegante "", formado por 200 fotografias, que retratam uma viagem de navio pelo Brasil e por outros países da América do Sul e Central.","Anônimo,FOTOGRAFIA/ Papel",1910,1905/1915,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/79145>Instituto Moreira Salles</a>",nan,"14,1","8,3"
17,001AAN005143,Vista da lagoa Rodrigo de Freitas,"Vista a partir da Vista Chinesa, no Alto da Tijuca, com a lagoa Rodrigo de Freitas ao centro, Corcovado à esquerda e, ao fundo, o Pão de Açúcar e a enseada de Botafogo. \nFotografia integra ""Álbum de amador navegante "", formado por 200 fotografias, que retratam uma viagem de navio pelo Brasil e por outros países da América do Sul e Central.","Anônimo,FOTOGRAFIA/ Papel",1910,1905/1915,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/79171>Instituto Moreira Salles</a>",nan,"14,1","8,3"
18,001AAN005144,Vista de rua comercial,"Fotografia integra ""Álbum de amador navegante "", formado por 200 fotografias, que retratam uma viagem de navio pelo Brasil e por outros países da América do Sul e Central.","Anônimo,FOTOGRAFIA/ Papel",1910,1905/1915,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/79146>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q2946148>Centro</a>","14,1","8,3"
19,001AAN005145,"Vista da lagoa Rodrigo de Freitas, Ipanema e Leblon.","Fotografia integra ""Álbum de amador navegante "", formado por 200 fotografias, que retratam uma viagem de navio pelo Brasil e por outros países da América do Sul e Central.","Anônimo,FOTOGRAFIA/ Papel",1910,1905/1915,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/79147>Instituto Moreira Salles</a>",nan,"14,1","8,3"
20,001AAN005146,Vista da enseada de Botafogo e Pão de Açúcar a partir do Corcovado,"Fotografia integra ""Álbum de amador navegante "", formado por 200 fotografias, que retratam uma viagem de navio pelo Brasil e por outros países da América do Sul e Central.","Anônimo,FOTOGRAFIA/ Papel",1910,1905/1915,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/79148>Instituto Moreira Salles</a>",nan,"14,1","8,3"
21,001AAN005147,Vista do Pão de Açúcar,"O Pão de Açúcar visto da entrada da Baía de Guanabara. À esquerda, a antiga Escola Militar, já reformada, juntamente com outros pavilhões da Exposição de 1908 na praia Vermelha. \nFotografia integra ""Álbum de amador navegante "", formado por 200 fotografias, que retratam uma viagem de navio pelo Brasil e por outros países da América do Sul e Central.","Anônimo,FOTOGRAFIA/ Papel",1910,1905/1915,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/79172>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q224101>Baía de Guanabara</a>","14,1","8,3"
22,001AAN005148,Entrada da Barra,"A entrada da Barra vista da Baía de Guanabara com Corcovado ao fundo. À esquerda, o forte de Santa Cruz. \nFotografia integra ""Álbum de amador navegante "", formado por 200 fotografias, que retratam uma viagem de navio pelo Brasil e por outros países da América do Sul e Central.","Anônimo,FOTOGRAFIA/ Papel",1910,1905/1915,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/79149>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q224101>Baía de Guanabara</a>","14,1","8,3"
23,001AAN005149,Vista do Pão de Açúcar,"O Pão de Açúcar visto da entrada da Baía de Guanabara. À esquerda, a antiga Escola Militar, já reformada, juntamente com outros pavilhões da Exposição de 1908 na praia Vermelha. \nFotografia integra ""Álbum de amador navegante "", formado por 200 fotografias, que retratam uma viagem de navio pelo Brasil e por outros países da América do Sul e Central.","Anônimo,FOTOGRAFIA/ Papel",1910,1905/1915,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/79173>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q224101>Baía de Guanabara</a>","14,1","8,3"
24,001AAN005150,Baía de Guanabara,"Vista da cidade a partir da baía de Guanabara. À direita, Ilha Fiscal, as torres sineiras e a cúpula da igreja da Candelária. \nFotografia integra ""Álbum de amador navegante "", formado por 200 fotografias, que retratam uma viagem de navio pelo Brasil e por outros países da América do Sul e Central.","Anônimo,FOTOGRAFIA/ Papel",1910,1905/1915,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/79150>Instituto Moreira Salles</a>",nan,"14,1","8,3"
25,001AAN005151,Vista do Pão de Açúcar,"O Pão de Açúcar visto da entrada da Baía de Guanabara. À esquerda, a antiga Escola Militar, já reformada, juntamente com outros pavilhões da Exposição de 1908 na praia Vermelha. \nFotografia integra ""Álbum de amador navegante "", formado por 200 fotografias, que retratam uma viagem de navio pelo Brasil e por outros países da América do Sul e Central.","Anônimo,FOTOGRAFIA/ Papel",1910,1908/1909,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/79151>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q224101>Baía de Guanabara</a>","14,1","8,3"
26,001ACL017002,Largo do Paço visto do morro do Castelo,"Fotografia integra o álbum ""Rio de Janeiro e seus arredores"" formado por 42 fotografias.","Georges Leuzinger,FOTOGRAFIA/ Papel",1885,1880/1890,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/79082>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q9627844>Arco do Teles</a>', '<a href=""http://www.wikidata.org/entity/Q63413731>Hotel de France</a>', '<a href=""http://www.wikidata.org/entity/Q64363860>Alfândega do Rio de Janeiro</a>', '<a href=""http://www.wikidata.org/entity/Q5997836>Ilha das Cobras</a>', '<a href=""http://www.wikidata.org/entity/Q10300293>Igreja da Ordem Terceira do Carmo</a>', '<a href=""http://www.wikidata.org/entity/Q2942273>Igreja de Nossa Senhora do Monte do Carmo</a>', '<a href=""http://www.wikidata.org/entity/Q56641197>Chafariz do Mestre Valentim</a>', '<a href=""http://www.wikidata.org/entity/Q64578365>Igreja de São José</a>', '<a href=""http://www.wikidata.org/entity/Q64355145>Mercado Novo</a>', '<a href=""http://www.wikidata.org/entity/Q2820360>Mosteiro de São Bento</a>', '<a href=""http://www.wikidata.org/entity/Q4902626>Convento do Carmo</a>', '<a href=""http://www.wikidata.org/entity/Q64364849>Praia do Peixe</a>', '<a href=""http://www.wikidata.org/entity/Q3361206>Paço Imperial</a>', '<a href=""http://www.wikidata.org/entity/Q10353359>Praça XV de Novembro</a>",24,"19,2"
27,001ACL017006,"Largo de São Francisco, em destaque, a real Academia Militar","A Academia que vemos ao centro foi criada em 1810 a partir de parte da obra inacabada da Sé da cidade, que começou a ser levantada em 1750. O próprio prédio militar só ficou pronto entre 1820 e 1830. Destinado a abrigar instituições educacionais do país, nos anos subseqüentes o espaço foi usado pela Escola Militar (1842), Escola Politécnica (1874) e durante todo o século XX e XXI pelo IFCS-UFRJ (Instituto de Filosofia e Ciências Sociais da Universidade Federal do Rio de Janeiro. \nFotografia integra o álbum ""Rio de Janeiro e seus arredores"" formado por 42 fotografias.","Georges Leuzinger,FOTOGRAFIA/ Papel",1865,1860/1870,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/76243>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q12117134>Largo São Francisco</a>",24,"19,2"
28,001ACL017018,"Cemitério São João Batista, Botafogo e Pão de Açúcar, da chácara do sr. Rocha","Botafogo, centro açucareiro no século XVIII, fazia parte da freguesia de São João Batista da Lagoa. Na foto vemos a rua General Polidoro, uma das primeiras do bairro, aberta junto ao Morro da Quinta do Vigário Geral (propriedade do padre Clemente de Matos). À General Polidoro foram acrescidos o Caminho Novo de São Joaquim (atual Voluntários da Pátria), em 1826; a rua Real Grandeza, paralela à moldura da foto; a rua de Todos os Santos (atual Mena Barreto); e a rua São João Batista. O Cemitério São João Batista foi construído em 1852. \nFotografia integra o álbum ""Rio de Janeiro e seus arredores"" formado por 42 fotografias.","Georges Leuzinger,FOTOGRAFIA/ Papel",1866,1861/1870,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/79083>Instituto Moreira Salles</a>",nan,24,"19,2"
29,001ACL017022,Hotel Bennett,"Fotografia integra o álbum ""Rio de Janeiro e seus arredores"" formado por 42 fotografias.","Georges Leuzinger,FOTOGRAFIA/ Papel",1866,1861/1871,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/79084>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q14942956>Tijuca Forest</a>","19,2","24,0"
30,001AE001001,Palácio Monroe,Vista do Palácio Monroe com morro da Glória ao fundo.,nan,1911,1906/1916,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/79128>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q2946148>Centro</a>","23,6","17,3"
31,001AE001002,Praia de Botafogo e Corcovado,Vista da praia de Botafogo com Pão de Açúcar e pedra da Gávea ao fundo.,nan,1911,1906/1916,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/79127>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q894624>Botafogo (Bairro)</a>","25,8","17,3"
32,001AE001003,Vista da baía de Guanabara,Panorama da cidade do Rio com Pão de Açúcar ao fundo.,nan,1911,1906/1916,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/79126>Instituto Moreira Salles</a>",nan,"40,9","18,3"
33,001AF001001,Copacabana,nan,"José dos Santos Affonso,REPRODUÇÃO FOTOMECÂNICA/ Papel",1920,1915/1925,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/79090>Instituto Moreira Salles</a>",nan,"12,8","7,9"
34,001ALA011001,Palácio Monroe,"Palácio Monroe, inaugurado em 1906 no final da Avenida Central (atual Avenida Rio Branco) para sede da Conferência Pan-Americana do Rio de Janeiro. Reprodução, com aproveitamento parcial de material original do Pavilhão Brasileiro na Exposição Internacional de 1904 em St.Louis (EUA), que recebeu o grande prêmio do júri da exposição. Projeto de uma  comissão chefiada pelo general engenheiro Francisco Marcelino de Souza  Aguiar. Utilizado inicialmente para exposições, em 1914, funcionou temporariamente como Câmara dos Deputados e,em 1922, serviu de sede para a Comissão Executiva da Exposição do Centenário da Independência do Brasil. Entre 1925 e 1960, funcionou como Senado Federal. Foi demolido na década de 1970. No primeiro plano, à esquerda, parte do Edifício Lafond, um dos primeiros prédios de apartamentos da cidade, na esquina com a Rua Santa Luzia. À direita do palácio está o Passeio Público. Ao fundo, à esquerda, o Outeiro da Glória e, à direita, os morros de Santa Teresa (à frente) e Nova Cintra (atrás).","José dos Santos Affonso,FOTOGRAFIA/ Papel",1920,1915/1921,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/75589>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q2946148>Centro</a>","21,6","15,8"
35,001ALA011002,Teatro Municipal,"O Teatro Municipal do Rio de Janeiro foi inaugurado em 14 de julho de 1909, 4 anos e meio após o início de sua construção, nos primeiros dias de janeiro de 1905. Projetado pelo engenheiro Francisco de Oliveira Passos, filho do prefeito do Rio, Francisco Pereira Passos (1836 - 1913), e por Albert Guilberg, foi inspirado no Teatro da Ópera de Paris. O prédio é um dos mais bonitos e imponentes da cidade e sua história mistura-se com a trajetória cultural do Brasil. Artistas de renome como os irmãos Rodolfo Bernardelli (1852 – 1931) e Henrique Bernardelli (1857 – 1936), Eliseu Visconti (1866 – 1944) e Rodolfo Amoedo (1857 – 1941) participaram da decoração do teatro. Considerado uma das mais importantes salas de espetáculos da América do Sul, ao longo de seus 108 anos recebeu grandes artistas nacionais e internacionais, como as cantoras Bidu Sayão (1902 – 1999), Maria Callas (1923 – 1977) e Renalta Tebaldi (1922 – 2004); os maestros Arturo Toscanini (1867 – 1957), Igor Stravinsky (1882 – 1971) e Heitor Villa-Lobos (1887 – 1959); a atriz Sarah Bernhardt (1844 – 1923) e os bailarinos Margot Fonteyn (1919 – 1991), Rudolf Nureyev (1938 – 1993), Ana Botafogo (1957-) e Mikhail Baryshnikov (1948-); além de importantes personalidades como o papa Francisco (1936-) e o ex-presidente dos Estados Unidos, Barack Obama (1961-).\nÀ direita a Avenida Rio Branco (antiga Avenida Central) e, à esquerda, edificações nas faldas do Morro de Santo Antonio.","José dos Santos Affonso,FOTOGRAFIA/ Papel",1920,1915/1921,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/75590>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q579694>Cinelândia</a>","22,0","15,8"
36,001ALA011003,Avenida Rio Branco,"Vista geral da Avenida Rio Branco (antiga Avenida Central, até 1912), em direção à Praça Mauá. À esquerda, na altura da bifurcação com a Rua Miguel Couto (antiga dos Ourives), esquina da Rua do Rosário, está a Igreja de Nossa Senhora da Conceição e Boa Morte. Projetada pelo brigadeiro português José Fernandes Pinto Alpoim, levou longos 100 anos para ser concluída: iniciada em 1735, só foi definitivamente terminada em 1835. À direita, no primeiro plano, na esquina com a Rua do Ouvidor, o magazine Colombo, primeira casa comercial da avenida. No mesmo lado, entre as duas torres, a cúpula da Igreja da Candelária.","José dos Santos Affonso,FOTOGRAFIA/ Papel",1920,1915/1921,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/75591>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q2946148>Centro</a>","15,9","21,9"
37,001ALA011004,Avenida Niemeyer,"A avenida Niemeyer, inaugurada oficialmente em 27 de setembro de 1920 durante visita do rei Alberto I da Bélgica (1875 – 1934) ao Brasil; com a Pedra da Gávea, localizada entre as praias de São Conrado e da Barra da Tijuca, ao fundo.",nan,1920,1920/1925,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/75592>Instituto Moreira Salles</a>",nan,"21,9","15,9"
38,001ALA011005,Pão de Açúcar visto da Urca,"Vista do Pão de Açúcar e estações do bondinho do Caminho Aéreo a partir do Morro da Urca. Em destaque à direita, a estação Urca. Ao centro e à esquerda, cadeia de morros de Niterói terminando no Forte de Nossa Senhora da Guia. Em 27 de outubro de 1912, foi inaugurado um caminho aéreo no Rio de Janeiro, entre a Praia Vermelha e o Morro da Urca, que se tornaria o mundialmente famoso Bondinho do Pão de Açúcar. Em 1º de dezembro, foi inaugurada a iluminação elétrica no caminho aéreo. O bondinho no segundo trecho, entre o Morro da Urca e o Pão de Açúcar, numa extensão de 750 metros e 396 metros de altura, começou a funcionar no dia 18 de janeiro de 1913, completando a ligação até o alto do pico do Pão de Açúcar. é um dos mais famosos cartões postais do Rio de Janeiro.",nan,1920,1915/1925,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/75593>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q203325>Praia Vermelha</a>","21,6","15,7"
39,001ALA011006,Vista tirada do Pão de Açúcar,"Vista panorâmica da zona sul da cidade, a partir do Pão de Açúcar. À direita, no topo do morro da Urca, a estação do bondinho do Caminho Aéreo; acima o bairro de Botafogo e, ao fundo, a Lagoa Rodrigo de Freitas. Ao centro, entre os morros da Urca e da Babilônia, o prédio da Escola Militar seguido de outros edifícios da Praia da Saudade. À esquerda, a praia do Leme seguida da praia e do bairro de Copacabana. No horizonte, o Morro Dois Irmãos e a Pedra da Gávea.",nan,1920,1915/1925,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/75594>Instituto Moreira Salles</a>",nan,"21,9","16,0"
40,001ALA011007,Pão de Açúcar,"Estação do Pão de Açúcar e bondinho do Caminho Aéreo, ponto final do trecho que se inicia no Morro da Urca. Este segundo trecho foi construído por iniciativa dos industriais Augusto Ferreira Ramos e Manuel Galvão. O projeto foi  do engenheiro Fredolino Cardoso \nEm 27 de outubro de 1912, foi inaugurado um caminho aéreo no Rio de Janeiro, entre a Praia Vermelha e o Morro da Urca, que se tornaria o mundialmente famoso Bondinho do Pão de Açúcar. Em 1º de dezembro, foi inaugurada a iluminação elétrica no caminho aéreo. O bondinho no segundo trecho, entre o Morro da Urca e o Pão de Açúcar, numa extensão de 750 metros e 396 metros de altura, começou a funcionar no dia 18 de janeiro de 1913, completando a ligação até o alto do pico do Pão de Açúcar. é um dos mais famosos cartões postais do Rio de Janeiro.",nan,1920,1915/1925,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/75595>Instituto Moreira Salles</a>",nan,"15,9","21,9"
41,001ALA011008,Vista do Pão de Açúcar,"Em 27 de outubro de 1912, foi inaugurado um caminho aéreo no Rio de Janeiro, entre a Praia Vermelha e o Morro da Urca, que se tornaria o mundialmente famoso Bondinho do Pão de Açúcar. Em 1º de dezembro, foi inaugurada a iluminação elétrica no caminho aéreo. O bondinho no segundo trecho, entre o Morro da Urca e o Pão de Açúcar, numa extensão de 750 metros e 396 metros de altura, começou a funcionar no dia 18 de janeiro de 1913, completando a ligação até o alto do pico do Pão de Açúcar. é um dos mais famosos cartões postais do Rio de Janeiro.",nan,1920,1915/1921,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/75630>Instituto Moreira Salles</a>","<a href=""http://www.wikidata.org/entity/Q894624>Botafogo (Bairro)</a>","21,7","15,8"
42,001ALA011009,Crepúsculo na Avenida Niemeyer,"A Avenida Niemeyer foi cortada pela Companhia Via Férrea Sapucaí para dar lugar a uma ferrovia (nunca construída), que ligaria o bairro de Botafogo a Angra dos Reis. Via à beira-mar, no sopé do morro, ladeada por coqueiros esparsos e com a Pedra da Gávea ao fundo. Pode-se ver um homem observando o fotógrafo, apoiado na mureta. Apresenta postes com fiação elétrica.",nan,1920,1915/1925,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/75596>Instituto Moreira Salles</a>",nan,"21,9","16,0"
43,001ALA011010,Luar na Praia da Gávea,"Atualmente conhecida como praia de São Conrado, a Praia da Gávea era assim chamada devido à Pedra da Gávea.",nan,1920,1915/1925,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/75597>Instituto Moreira Salles</a>",nan,"21,9","16,0"
44,001ALA011011,Copacabana e Avenida Delfim Moreira,Copacabana é um dos mais emblemáticos bairros do Rio de Janeiro e Delfim Moreira é o nome da avenida da orla do Leblon.,nan,1920,1915/1925,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/75631>Instituto Moreira Salles</a>",nan,"22,0","16,0"
45,001ALA011012,Praia de Botafogo,"A Praia de Botafogo foi primeiro chamada pelos franceses de ""Le Lac"" - o Lago. Os portugueses deram o nome de Francisco Velho, um dos companheiros de Estácio de Sá no Morro Cara de Cão, que se estabeleceu na praia e começou ali uma lavoura. Por volta de 1641 passou a chamar-se Praia de Botafogo por causa de João de Souza Botafogo, que ali manteve residência depois que chegou ao Brasil fugindo de perseguições políticas em Portugal.  Até o século XVIII o bairro era praticamente inabitado, e eram dois os caminhos que levavam à Praia: o Caminho Velho, atual Rua Senador Vergueiro, e o Caminho Novo, atual Rua Marquês de Abrantes.",nan,1920,1915/1925,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/75598>Instituto Moreira Salles</a>",nan,"21,8","16,1"
46,001ALA011013,"Praia da Saudade, vista tomada da Urca","A Praia da Saudade ficava localizada no que é hoje a entrada do bairro da Urca, no Rio de Janeiro. Na década de 1930,  foi totalmente aterrada para a construção do Iate Clube do Rio de Janeiro.",nan,1920,1915/1925,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/75632>Instituto Moreira Salles</a>",nan,"21,9","15,9"
47,001ALA011014,Botafogo visto do Pão de Açúcar,"Vista panorâmica da enseada e do bairro de Botafogo a partir do Pão de Açúcar. No horizonte, em destaque próximo à lua, o Pico do Corcovado.",nan,1920,1915/1925,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/75599>Instituto Moreira Salles</a>",nan,"21,9","16,0"
48,001ALA011015,Copacabana e Leme,"Vista noturna das praias de Copacabana e Leme, ao centro da imagem, em primeiro plano, o obelisco comemorativo da inauguração da Avenida Atlântica, em  22 de julho de 1919.",nan,1920,1919/1925,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/75600>Instituto Moreira Salles</a>",nan,"21,9","16,0"
49,001ALA011016,Praia de Botafogo,"Vista noturna da Praia de Botafogo, a partir do Morro da Viúva. No centro da imagem pode-se ver a torre da Igreja Imaculada Conceição. No horizonte, a Pedra da Gávea e o Pico do Corcovado iluminado",nan,1920,1915/1925,"<a href=""http://acervos.ims.com.br/portals/#/detailpage/75601>Instituto Moreira Salles</a>",nan,"21,7","15,7"
